#OTUID	A50HnCp7r4	A50HnCp7r6	A50HnCp7r14	A50HnCp7r11	A50HnCp7r10	A50HnCp7r7	A50HnCp7r2	A50HnCp7r13	A50HnCp7r8	A50HnCp7r15	A50HnCp7r5	A50HnCp7r9	A50HnCp7r1	A50HnCp7r12	A50HnCp7r3	IR24HnCp7r14	IR24HnCp7r13	IR24HnCp7r1	IR24HnCp7r12	IR24HnCp7r11	IR24HnCp7r10	IR24HnCp7r4	IR24HnCp7r8	IR24HnCp7r6	IR24HnCp7r9	IR24HnCp7r5	IR24HnCp7r3	IR24HnCp7r15	IR24HnCp7r2	IR24HnCp7r7	A50HnSz7r6	A50HnSz7r9	A50HnSz7r14	A50HnSz7r1	A50HnSz7r7	A50HnSz7r8	A50HnSz7r5	A50HnSz7r12	A50HnSz7r10	A50HnSz7r13	A50HnSz7r4	A50HnSz7r11	A50HnSz7r15	A50HnSz7r3	A50HnSz7r2	IR24HnSz7r11	IR24HnSz7r12	IR24HnSz7r17	IR24HnSz7r13	IR24HnSz7r7	IR24HnSz7r14	IR24HnSz7r1	IR24HnSz7r6	IR24HnSz7r2	IR24HnSz7r5	IR24HnSz7r16	IR24HnSz7r8	IR24HnSz7r4	IR24HnSz7r15	IR24HnSz7r3	IR24HnSz7r10	IR24HnSz7r9
OTU_107	0.274219529032753	0.500712021682209	0.140728976096178	0.245398773006135	0.34092700614851	0.360687903970452	0.292404968385275	0.184982543900787	0.460002243913385	0.121161038824211	0.35901684617509	0.29957786755027	0.205309982978574	0.339541547277937	0.0866535482822739	0.0897338829533664	0.064243918531766	0.516114659141542	0.097984591442679	0.0578351845535569	0.0801413103922018	0.129843781700142	0.0783131639995863	0.0681069437404967	0.0410859847488825	0.0157861502841507	0.0579218468794605	0.0376123669462519	0.109926715522985	0.0714594095666285	0.12513754342057	0.140475744521446	0.155165916698069	0.0895333347891599	0.0376200949183933	0.177322113679595	0.109229929000546	0.16498207953274	0.181469700676943	0.165545039047036	0.133582687683676	0.187314721308271	0.0856253785268258	0.0657865883075304	0.0807327190222989	0.0747436120285069	0.0402804987458117	0.118676754190773	0.0556771493299543	0.0478331579450875	0.0943968714179759	0.0319131961065901	0.0437698058371413	0.0775087767291296	0.0223257890771077	0.0502306890906385	0.0541994928476026	0.0695168578380257	0.0678546141137597	0.0408516364684962	0.0431229651350827	0.0386915230390433
OTU_786	0.00191761908414513	0.00229684413615692	0.00201041394423112	0.00172816037328264	0.0118240580167113	0.00577100646352724	0.00749756329193012	0.0026053879422646	0.00280489173117918	0.0193155279284974	0.00591786010178719	0.00680858789886977	0.00526435853791216	0.00859598853868195	0.0974852418175582	0.0112167353691708	0.00520896636744049	0.0111391653052131	0.0230551979865127	0.00889772070054721	0.00163553694677963	0.00405761817812944	0.00591042747166689	0.00316776482513938	0.0016434393899553	0.0131551252367923	0.0351668356053867	0.0488960770301275	0.00999333777481679	0.0133986392937428	0.0280480700770243	0.00468252481738153	0.0132999357169774	0.00655121961871902	0.0173631207315662	0.00322403843053809	0.0202277646297308	0.00189634574175564	0.0163118832069162	0	0.0170014329779224	0.00325764732710037	0	0.00219288627691768	0.00556777372567579	0.00347644707109334	0.00366186352234652	0	0.00575970510309872	0.0167416052807806	0.0168565841817814	0.00683854202284073	0.0105047534009139	0.00227966990379793	0.00279072363463846	0.00372079178449174	0.00387139234625733	0.0115861429730043	0.00590040122728345	0	0.0064684447702624	0
OTU_252	0.103551430543837	0.0206715972254123	0.0422186928288535	0.0103689622396958	0.0591202900835567	0.0173130193905817	0.017494314347837	0.0312646553071752	0.0140244586558959	0.433721399848988	0.0256440604410778	0.0272343515954791	0.0140382894344324	0.0286532951289398	0.185944072355713	0.112167353691708	0.0138905769798413	0.0222783306104263	0.0345827969797691	0.0192783948511856	0.0474305714566092	0.0243457090687766	0.0384177785658348	0.109287886467309	0.0262950302392848	0.123658177225847	0.0310295608282824	0.0150449467785008	0.0299800133244504	0.0148873769930476	0.00647263155623638	0.0140475744521446	0.0265998714339547	0.0371235778394078	0.182312767681445	0.0386884611664571	0.212391528612173	0.0455122978021353	0.0163118832069162	0.0035988051966747	0.0825783887499089	0.0293188259439033	0.0480337489296828	0.0219288627691768	0.0278388686283789	0.0208586824265601	0.0933775198198363	0	0.0134393119072303	0.00239165789725438	0.0134852673454251	0.0113975700380679	0.0122555456343996	0.00455933980759586	0.0111628945385538	0.0260455424914422	0.0329068349431873	0.0135171668018383	0.0118008024545669	0.00720911231796991	0.0064684447702624	0.0175870559268378
OTU_4	5.78737439594999	3.33501768569985	3.9343800888603	4.07673032057375	4.4497871669557	3.89254385964912	2.52667882938045	4.10869678495128	4.95063390553125	5.35742506453142	4.35159979484752	4.00798874313467	3.53940372365627	4.64183381088825	4.17020201108443	2.53217800959031	1.70854096852048	3.92284271498589	3.47941362946454	3.34850889030593	2.42877236596775	1.64333536214242	2.78676655289094	1.85789406994425	0.900604785695504	1.22079562197432	2.637512670404	1.72452702448565	2.22851432378414	2.16611335248842	0.992470171956245	0.55019666604233	1.23024405382041	0.860393509925098	0.350156268086584	1.09939710481349	0.904181078948965	0.851459238048281	1.59652556887693	1.83898945550077	1.20467296529279	1.7884483825781	0.695445147547146	0.782860400859612	0.746081679240556	0.557969754910482	0.880678177124339	2.0501409286456	0.558691395000576	0.576389553238305	0.31690378261749	0.829743098771342	0.411436174869128	1.51370081612183	0.5441911087545	1.25390683137372	0.718143280230735	0.585100220136716	1.48395090866179	0.841063103763157	0.202677936134889	1.50193457615195
OTU_21	0.579120963411828	0.571914189903073	0.71972819203474	0.905556035600104	0.989279520731515	0.862765466297322	0.984679979006823	0.747746339429941	0.569393021429373	0.561906267010834	0.840336134453782	0.637737733194136	0.859845227858985	0.899713467048711	1.22939721625476	0.493536356243515	0.649384473807581	0.352740234665082	0.51682068819766	0.729613097444871	0.314023093781689	0.68776628119294	0.375312144450847	0.416561074505829	0.478240862476992	0.470953483477163	0.448894313315819	0.571707977583029	0.68454363757495	0.333477244644266	0.617057541694535	0.433133545607792	0.888879037084654	0.735920337169436	0.410927190647066	0.496501918302866	0.445010821854077	0.62579409477936	0.426147948780687	0.48223989635441	0.714060185072742	0.750887708896635	1.00870872752334	0.657865883075304	1.2638846357284	0.457152789848775	0.281963491220682	0.364931019136627	0.359021618093154	0.542906342676744	0.761917605016519	0.262144110875561	0.337902901062731	0.512925728354534	0.516283872408115	0.453936597707992	0.731693153442636	0.615996601398061	0.448430493273543	0.355649541019849	0.304016904202333	0.527611677805135
OTU_8	3.80647388202807	2.18889246175755	2.09887215777729	2.4591722111812	3.10775658205896	2.53347183748846	1.51700697273386	2.74607889114689	3.03769774486705	3.20462167904616	2.47958338264883	2.73705233534565	2.08293119483391	2.63180515759312	2.65015435163288	1.59838479010684	0.984494643446252	2.32065943858607	1.97890449384234	2.09393027152878	1.22665271008472	0.837898153783729	1.64900926459506	1.03110745058287	0.539048119905338	0.531467059566407	1.70662584555553	1.11332606160906	1.33910726182545	1.23267481502434	0.690414032665214	0.386308297433976	0.800212798971472	0.585242285938899	0.214145155689316	0.757649031176452	0.548172421465704	0.7737090626363	1.28863877334638	1.38913880591644	0.806353678381464	1.09782714923282	0.524194390493494	0.46269900442963	0.537290164527714	0.448461672171041	0.648149843455334	1.88102655392375	0.410858964021042	0.416148474122262	0.310161148944778	0.724885454421117	0.25386487385542	1.28801349564583	0.480004465157815	0.807411817234708	0.590387332804243	0.459583671262503	1.11812603257021	0.675253520449849	0.153086526229544	1.18536756946887
OTU_1	24.3365037968858	22.775506454132	26.8571198809835	24.0179728678821	27.5007882705344	25.4414819944598	20.0959688101367	28.8234068052733	27.1204981487715	28.5711777204165	20.7598532370695	23.1582769733557	21.0188288557039	21.1002865329513	27.8645316195187	28.0586635259808	29.7692427899224	29.5819099955443	24.7804953025034	27.2537185057761	30.6565045304373	26.5246500304321	27.3519807320064	36.6526229092752	29.7692611096503	24.9842138497159	27.8873006350717	29.3395268364238	25.9310459693538	30.4923255571601	21.4459858896632	17.3510957108073	18.2652450513156	18.6404035551285	22.1582359069337	21.7332430602573	15.9758885045614	18.9141524282707	18.3732974471903	23.6117608953827	16.4768173317465	19.8276704563964	23.139736440908	21.6087013727468	18.0479385317781	22.569094385538	20.3654539795302	27.5834445927904	24.8089697807472	25.8131636850665	23.0800350616951	24.2563085550161	27.0707495141552	25.3772853690786	28.3677057461	29.7533115046882	19.6550589419485	22.6779438458271	22.1737078121312	27.3561782092565	20.6623687444749	23.3046078086528
OTU_192	0.138068574058449	0.0252652854977261	0.0884582135461692	0.105417782770241	0.110357874822639	0.0403970452446907	0.0149951265838602	0.140690948882289	0.0645125098171211	0.163304008850024	0.0808774213910917	0.122554582179656	0.1298541772685	0.0601719197707736	0.162475403029264	0.0448669414766832	0.0972340388588891	0.00928263775434427	0.032661530480893	0.022244301751368	0.0735991626050832	0.0202880908906472	0.0886564120750033	0.0395970603142423	0.0427294241388378	0.0789307514207535	0.0310295608282824	0.0169255651258134	0.143237841439041	0.0506170817763618	0.0776715786748366	0.128769432477992	0.0132999357169774	0.0262048784748761	0.0347262414631323	0.0193442305832286	0.0647288468151385	0.0530976807691578	0.0876763722371748	0.0107964155900241	0.0631481796322833	0.0211747076261524	0.00626527159952384	0.0285075215999298	0.0445421898054063	0.0208586824265601	0	0	0.0115194102061974	0.00717497369176313	0.023599217854494	0.0410312521370444	0.0157571301013709	0.0250763689417772	0.0139536181731923	0.00558118767673761	0.0193569617312867	0.0038620476576681	0.032452206750059	0.0168212620752631	0.0064684447702624	0.0316567006683081
OTU_54	0.0786223824499501	0.0137810648169415	0.0703644880480891	0.0656700941847403	0.0295601450417783	0.0750230840258541	0.0649788818633944	0.0547131467875567	0.109390777515988	0.774377074224306	0.0789048013571626	0	0.133363749627108	0.0472779369627507	0.117343346632246	0.765542188945907	2.3023631344087	0.025991385712164	0.620569079136967	0.702919935343229	1.00912629616303	0.79529316291337	0.738803433958361	0.568613786112519	0.203786484354457	0.231530204167544	0.544051633189218	0.67326136833791	1.48401065956029	0.221821917196409	0.507022805238516	0.264562652182057	0.341365016735752	0.120105693009849	0.0231508276420882	0.35464422735919	0.244755952019742	0.293933589972124	0.214093467090776	0.291503220930651	0.31088334588201	0.182428250317621	0.185869724119207	1.28283847199684	0.125274908827705	0.893446897270989	1.06743321676401	1.45379023883697	1.12122259340322	0.782072132402181	1.93850718090486	1.17622922792861	1.13801495176567	0.754570738157115	0.530237490581308	2.21759190355708	2.03441667795823	2.22647047464566	0.929313193297144	0.740135531311578	1.14491472433645	0.425606753429476
OTU_7	0.186009051162077	0.156185401258671	0.138718562151947	0.12442754687635	0.666088601608072	0.0634810710987996	0.134956139254742	0.646136209681622	0.131829911365421	0.10711338214894	0.323509685564367	0.365394217239345	0.296558864302385	0.220630372492837	0.106511653096962	0.0785171475841956	0.453180073967322	0.0111391653052131	0.0710868604584142	0.022244301751368	0.0605148670308462	0.0527490363156827	0.0871788052070866	0.0681069437404967	0.118327636076781	0.30519890549358	0.0620591216565648	0.0733441155451913	0.243171219187209	0.314123654553304	0.0302056139291031	0.0749203970781045	0.0531997428679095	0.0240211386019697	0.295173052436625	0.0193442305832286	0.0546149645002731	0.0341342233516015	0.0570915912242068	0.0287904415733976	0.102008597867535	0.0260611786168029	0.037591629597143	0.0416648392614359	0.0695971715709474	0.0191204588910134	0.00366186352234652	0.00593383770953864	0.00959950850516453	0.0143499473835263	0.0101139505090688	0.0273541680913629	0.0122555456343996	0.0547120776911503	0.0111628945385538	0.00930197946122935	0.017421265558158	0.00579307148650214	0.00590040122728345	0.0360455615898496	0.00215614825675413	0.0193457615195216
OTU_6	0.320242387052236	0.330745555606597	0.373936993626988	0.221204527780178	1.21984865205739	0.0894506001846722	0.302401719441182	1.19326767755719	0.333782116010322	0.193155279284974	0.481319288278692	0.676319731287731	0.584343797708249	0.538681948424069	0.205802177170401	0.14581755979922	0.899414859444724	0.0278479132630328	0.0922207919460508	0.0415226966025536	0.0850479212325406	0.0568066544938121	0.239372312602509	0.123542828180436	0.1396923481462	0.505156809092823	0.219275563186529	0.165494414563508	0.346435709526982	0.598472555120513	0.0560961401540486	0.126428170069301	0.0443331190565912	0.104819513899504	0.463016552841764	0.0483605764580714	0.145639905334062	0.0587867179944247	0.134573036457059	0.104365350703566	0.201588419595366	0.110760009121413	0.0710064114612702	0.0482434980921889	0.119707135102029	0.0312880236398401	0.0146474540893861	0.0178015131286159	0.0479975425258227	0.0215249210752894	0.0269705346908502	0.0478697941598851	0.0490221825375983	0.0341950485569689	0.0613959199620462	0.0111623753534752	0.0445210119819593	0.0115861429730043	0.0206514042954921	0.031239486711203	0.0172491860540331	0.0193457615195216
OTU_51	0.015340952673161	0.0229684413615692	0.00804165577692447	0.0172816037328264	0.0394135267223711	0.023084025854109	0.0149951265838602	0.039080819133969	0.00560978346235835	0.0228274420973151	0.0157809602714325	0.00453905859924652	0.0105287170758243	0.0329512893982808	0.0523531854205405	0.0729087798996102	0.0711892070216867	0	0.0345827969797691	0.0489374638530096	0.0899545320728795	0.00811523635625888	0.0561490609808354	0	0.0410859847488825	0.0342033256156599	0.0227550112740738	0.122240192575319	0.0133244503664224	0.0297747539860952	0.00431508770415759	0.0491665105825061	0.0243832154811252	0.0327560980935951	0.182312767681445	0.0161201921526905	0.0182049881667577	0.274970132554567	0.228366364896827	0.0179940259833735	0.0291453136764384	0.0504935335700557	0.0208842386650795	0.0175430902153414	0.0334066423540547	0.246827742047627	0.0604207481187176	0.0326361074024625	0.0115194102061974	0.0119582894862719	0.0337131683635628	0.0569878501903394	0.0262618835022848	0.0478730679797565	0.0139536181731923	0.0260455424914422	0.00967848086564333	0.0212412621171745	0.0236016049091338	0.00720911231796991	0	0.0140696447414703
OTU_173	0.155327145815755	0.0206715972254123	0.0301562091634668	0.0553011319450445	0.0236481160334227	0.0548245614035088	0.122460200434859	0.0312646553071752	0.0140244586558959	0.0193155279284974	0.128220302205389	0.00226952929962326	0.035095723586081	0.0157593123209169	0.0523531854205405	0.143013375956928	0.0902887503689685	0.0167087479578197	0.14601625391458	0.0207613483012768	0.0196264433613555	0.014201663623453	0.224596243923342	0.00791941206284845	0.151196423875887	0.136813302462639	0.0144804617198651	0.0733441155451913	0.0233177881412392	0.0253085408881809	0.00431508770415759	0.0187300992695261	0.0731496464433755	0.0371235778394078	0.0723463363815256	0.0386884611664571	0.0182049881667577	0.290140898488612	0.0244678248103744	0.0143952207866988	0.0388604182352513	0.0276900022803531	0.0334147818641271	0.225867286522521	0.025054981765541	0.13558143577264	0.102532178625703	0.0178015131286159	0.0287985255154936	0.0215249210752894	0.101139505090688	0.00227951400761358	0.0385174291366844	0.0159576893265855	0.0195350654424692	0.0669742521208513	0.02903544259693	0.0193102382883405	0.0206514042954921	0.0144182246359398	0.0107807412837707	0.0369328174463595
