Paenibacillaceae_1	Ruminococcaceae	Rhodocyclaceae	Clostridiaceae_1	Sphingomonadaceae	Lachnospiraceae	Rhodospirillaceae	Planctomycetaceae	Syntrophobacteraceae	Flavobacteriaceae	Comamonadaceae	Oxalobacteraceae	Ignavibacteriaceae	Hyphomicrobiaceae	Geobacteraceae	Xanthomonadaceae	Bacillaceae_1	Caldilineaceae	Rhizobiaceae	Rhodobacteraceae	Nitrospiraceae	Methylococcaceae	Nocardioidaceae	Micromonosporaceae	Enterobacteriaceae	Spirochaetaceae	Caulobacteraceae	Burkholderiales_incertae_sedis	Cystobacteraceae	Acetobacteraceae	Microbacteriaceae	Parachlamydiaceae	Porphyromonadaceae	Bdellovibrionaceae	Sinobacteraceae	Bacteriovoracaceae	Pseudomonadaceae	Neisseriaceae	Planococcaceae	Methylobacteriaceae	Chitinophagaceae	Desulfovibrionaceae	Opitutaceae	Prolixibacteraceae	Polyangiaceae	Gaiellaceae	Gracilibacteraceae	Desulfobulbaceae	Oscillochloridaceae	Desulfobacteraceae	Solirubrobacteraceae	Intrasporangiaceae	Streptomycetaceae	Clostridiales_Incertae_Sedis_XII	Phyllobacteriaceae	Desulfuromonadaceae	Verrucomicrobiaceae	Haliangiaceae	Clostridiales_Incertae_Sedis_XI	Syntrophaceae	Gallionellaceae	Peptostreptococcaceae	Conexibacteraceae	Thermomonosporaceae	Acidimicrobiaceae	Burkholderiaceae	Nannocystaceae	Gemmatimonadaceae	Rhodothermaceae	Myxococcaceae	Sphingobacteriaceae	Veillonellaceae	Pseudonocardiaceae	Mycobacteriaceae	Erythrobacteraceae	Thermoactinomycetaceae_1	Bradyrhizobiaceae	Sandaracinaceae	Coriobacteriaceae	Geodermatophilaceae	Aeromonadaceae	Methylocystaceae	Streptosporangiaceae	Methylophilaceae	Micrococcaceae	Cellulomonadaceae	Labilitrichaceae	Bacteroidaceae	Bacillales_Incertae_Sedis_XII	Chromatiaceae	Clostridiales_Incertae_Sedis_XVIII	Nitrosomonadaceae	Iamiaceae	Saprospiraceae	Holophagaceae	Rhodobiaceae	Cytophagaceae	Rhizobiales_incertae_sedis	Clostridiales_Incertae_Sedis_XIII	Hyphomonadaceae	Sneathiellaceae	Anaerolineaceae	Alicyclobacillaceae	Acidimicrobineae_incertae_sedis	Leptospiraceae	Paenibacillaceae_2	Xanthobacteraceae	Propionibacteriaceae	Aurantimonadaceae	Alcaligenaceae	Thermoactinomycetaceae_2	Nocardiaceae	Kineosporiaceae	Heliobacteriaceae	Oligoflexaceae	Deinococcaceae	Herpetosiphonaceae	Chloroplast	Clostridiaceae_4	Family_I	Cryomorphaceae	Syntrophorhabdaceae	Demequinaceae	Promicromonosporaceae	Marinilabiliaceae	Rubrobacteraceae	Family_V	Shewanellaceae	Moraxellaceae	Campylobacteraceae	Eubacteriaceae	Hydrogenophilaceae	Erysipelotrichaceae	Desulfomicrobiaceae	Glycomycetaceae	Fusobacteriaceae	Leptotrichiaceae	Thermaceae
Syntrophaceae	0.0598125237110921	0.397806184174563	0.796132991489826	0.101427657496677	0.682351413291163	0.16233518538651	0.15115862284208	0.1975348101828	0.65154352857121	0.849980183639034	0.158037681325023	0.922805575423993	0.804902278751381	0.865993818705291	0.616781661126649	0.239597860759184	0.679272067176202	0.125353625858586	0.0685779008763588	0.304038954509662	0.0187570008379642	0.180594336151975	0.314174839300949	0.588127429371901	0.370834876568155	0.195233056794245	0.673071975767402	0.468697231844789	0.154078505072971	0.215131161653415	0.260672670170735	0.495730488991606	0.6114779702499	0.845224478216628	0.672599182791929	0.0706117844937623	0.187091186583324	0.778731344343196	0.0911825745726112	0.138013513192058	0.934890180355673	0.324939752255808	0.42783265367492	0.973919210812976	0.154185002899688	0.0434209637588492	0.250227784224111	0.0482059808559998	0.115787907847311	0.39244184672695	0.12770509297899	0.314120217301038	0.221263361835242	0.113242761793	0.92724822073006	0.618824171597182	0.180210496368402	0.0105595131190999	0.933301143094184	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Gallionellaceae	0.000256387887538055	0.181622565268836	0.594640124037912	0.0014304756393839	0.29406285173468	0.00426416608722643	0.695308143029976	0.529584058391023	6.21854341188505e-07	0.122199523632456	0.643678642669764	0.136640152767567	0.000202159031722142	0.47240186358295	0.00198563676845092	0.765085968700049	0.310130652085925	0.00726421588019912	0.835156129987122	0.866920604962309	0.00068248780755062	0.11507888001642	0.93337194857208	0.916624683403459	0.0998018439161738	3.62374709459239e-05	0.0978839762773088	0.00241214551493001	0.000772182899547741	0.741015273740059	0.402656670073561	0.0674309230734595	0.000112388974221234	0.436925825952308	0.354626231412607	0.218365013342763	0.61835653583732	0.00228069025959512	0.513262687327043	0.151895423448793	0.276537418785131	0.111099176138035	0.260251674178496	0.768659918769812	0.636818419450275	0.764964063540573	0.0603329514466348	2.11907938111198e-06	0.315117780958222	0.557291438332471	0.28092931110048	0.247141490011323	0.11740790360498	0.0168184829593907	0.00547740540335389	0.103122308436692	0.745205052384512	0.00252250891345216	0.336883812654528	0.132117182229309	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.342226791527712	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Peptostreptococcaceae	0.91256799889626	0.431378987524129	0.908927370951088	2.71588354081247e-07	0.88423026494411	6.32427174608165e-05	0.138756626226642	0.159822968834964	0.35298662826539	0.180129775445992	0.00143565422001293	0.00623991473143212	0.300834338943513	0.034066472410803	0.0343624429080489	0.948940275821431	0.0343632168781458	0.831129489728776	0.805463790817062	0.00542129400551417	0.0270779585193068	0.00353631287688292	0.0863960682431266	0.0324624471001824	0.00862947796837705	0.000359380056042034	0.0145475875510657	8.28989767194751e-06	0.0343684093943185	0.197761370649045	0.738936270056584	0.0109943620473794	0.012762741474785	0.688370482509857	0.992403513613179	0.0609548304681626	0.969231593488703	0.000134382111391241	0.000691027140788633	0.00502110757301035	0.0790108496142488	0.00725677294860973	0.203934885464731	0.229092975079168	0.308296696524426	0.060015341506416	0.000218300078858541	0.000992506934297562	0.498853013695918	0.00910835749707545	0.150898713865226	0.877507161754301	0.0286546171284805	0.974319656019276	0.108861294265642	0.01725281031393	0.182526340408437	0.000736736309043059	0.025071354632442	0.770576018082857	0.0764657965475574	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.867061239059563	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0859096487730088	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Conexibacteraceae	0.45763853790072	0.057252719857401	0.63502907049094	0.134530948445655	0.0513437711540869	0.139192231423136	0.444217659681216	0.360328135837286	0.428508318762594	0.11543878570863	0.872165840069631	0.0606205055711265	0.0704728108148709	0.0758258176363235	0.138934562869495	0.749294606320794	0.0224060310999322	0.189265958383212	0.726499172790071	0.304094806470354	0.0907748227842036	0.20659967717752	0.839710546114707	0.560227000090546	0.69852237847847	0.0353229952425032	0.403178794934299	0.144901050812411	0.0166441621147902	0.90585288860708	0.86090780638876	0.0536221602334723	0.496936386414516	0.243440340909674	0.715129447948587	0.167888675807522	0.743393200777856	0.222773983452678	0.244793302260293	0.13603564688909	0.485326084939654	0.7265911969378	0.16293617918511	0.731632927856666	0.288384814535797	0.471287290365553	0.174404755049258	0.216122544233148	0.246454006750721	0.951928887550176	0.912819836905036	0.112364140427714	0.0861571470809352	0.953473931612409	0.240430921629002	0.5774168747002	0.932830890573177	0.0355565237288194	0.492488105079105	0.924249390292146	0.106657325741495	0.249967468374524	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Thermomonosporaceae	0.429542132774334	0.0186625749969436	0.457179690650951	0.000685463901486121	0.931421054243146	0.214558853183415	0.184274234796555	0.754611646451613	0.932234710197091	0.134653448650402	0.0253067731378034	0.610233152265232	0.350409760691896	0.190871535115702	0.345393162761983	0.838584858373746	0.000985881641103693	0.0413870220695732	0.487356908451781	0.318969368541598	0.254420198515432	0.00461401190130206	0.55557622054542	0.51428104191287	0.0792816867901575	0.0265721817444182	0.0673040253183847	0.00339897757795895	0.022406528164144	0.720056000860312	0.192299265615032	0.551440903973001	0.459480571944949	0.622258795568258	0.0555897142146645	0.0150954926514554	0.00108621808944674	0.357411594018618	0.0857112883449682	0.163734796256215	0.0588807122585041	0.438589884023363	0.109356008835686	0.864707347969216	0.321690325486397	0.262725358716678	0.018694276138493	0.024138000919324	0.205780321333742	0.786509384220588	0.907003425169426	0.780983811964793	0.000658177284981735	0.793457579760449	0.198848025841893	0.992636800396041	0.486093503239789	0.0279415539769134	0.533628062105484	0.188259867649531	0.100612088709455	0.0156638098766851	0.19452219316483	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Acidimicrobiaceae	0.159360565391758	0.643288525256966	0.700923288451851	0.804662019715662	0.00220599123000521	0.501763474384469	0.60512799670446	6.94196443680521e-05	0.999949433926094	0.765744962634173	0.197350522231462	0.485262448099526	0.540482736891738	0.0106245200988756	0.15959820416872	0.03156729915656	0.584437304601757	0.495425914218724	0.231041527913252	0.000576313590146462	0.0147171921346882	0.585152797343661	0.109621846933047	0.0548272517484375	0.179652858783179	0.746574153414716	0.261873523216967	0.611212419974194	0.234766659394953	0.00236027406029209	0.397900670592721	0.744292388301584	0.895691529297575	0.0284307854358838	0.304234131412775	0.250652536562332	0.086443926184441	0.668874298703657	0.423984355803582	0.58634851937712	0.351182185504848	0.0195304255682421	0.565572423257598	0.457486195285821	0.73053939417315	0.553062730029807	0.804916094409998	0.121262178897491	0.597026301848461	0.200676877851642	0.121858445410033	0.700311006937759	0.853397288445745	0.316838766393783	0.501004800300114	0.702505109133431	0.00220672378829355	0.575668663759376	0.450849744758202	0.168176402584476	0.946641124728558	0.641618811824869	0.218661884116848	0.749822684014517	0	1	1	0.329984278247875	1	1	1	1	1	1	0.000220555324471592	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Burkholderiaceae	0.222183477422383	0.753887495868882	0.141452844705532	0.893118717049568	0.318404202895321	0.357164718661786	0.331194485597932	0.726852245074225	0.620798837388968	0.796845141111253	0.822046069128755	0.0135926457365287	0.509564863540774	0.197656001616018	0.775820912636995	0.396336771688185	0.675891182451209	0.0654935708497559	0.757077209906638	0.889616926390133	0.349885158583766	0.485252733983143	0.585573074326626	0.16640483032234	0.691377703397456	0.272254214507197	0.778986917400712	0.412367539470643	0.906903611514695	0.696162446339131	0.123142423017539	0.637948530336492	0.500595569956315	0.244087034789353	0.51399774191029	0.581769648024701	0.313106309543477	0.15577208260175	0.0603788379414209	0.126362602490344	0.103795338675915	0.551880502960946	0.70794411991261	0.214914761061663	0.881508457701268	0.139592657681431	0.15960568435129	0.457802003889189	0.67046045250108	0.000920888349753574	0.00808590128325034	0.258789386527481	0.724685347620176	0.700880656730238	0.790348904549279	0.0582754223482774	0.131504887966795	0.715240148374885	0.649352609309679	0.162826034236959	0.973791359872872	0.348310971962406	0.462403319068536	0.516445257873323	0.021137725929391	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Nannocystaceae	0.661969510417455	0.28568094144365	0.657694639774575	0.0158747789068125	0.54006210416222	0.00885351468499402	0.40616321456753	0.947613108719531	0.696832189647021	0.0770827518367342	0.0177492063507064	0.0376704498880068	0.882974949270574	0.0169438998819169	0.202975225256965	0.0105257796740418	0.118173619708673	0.301535116633201	0.894000172473997	0.359890642133796	0.155526899601065	0.109005907694743	0.401734344216	0.868244722620037	0.98083333280642	0.124000546980489	0.0350308576058962	0.0448479946077777	0.0285609764476682	0.810694667818441	0.596559822991429	0.343869180344285	0.344306728581889	0.808070606702838	0.0462786652480817	0.00800849515861251	0.455162101901645	0.169129422530142	0.0855056735544385	0.492760601207423	0.353606589087036	0.41272437825804	0.906898748836863	0.97215351940619	0.803792666422153	0.471082437188378	0.00163177477950827	0.0876619336524006	0.461240435304277	0.042687031965162	0.459609396537186	0.950298951716546	0.000173570756780321	0.752713317273015	0.573335996343979	0.892702932590719	0.988344068896487	0.0495219239897368	0.615437506633334	0.965512700910338	0.121793788573715	0.00654541463336267	0.222356398350071	0.136394124445952	0.863531615916669	0.619659339569936	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Gemmatimonadaceae	0.34263316900393	0.57128783001295	0.407136449973798	0.00402173275121265	0.0020325559385924	0.0152902803114139	0.00438085582107885	7.12227170234695e-06	0.646160457844525	0.204457892380683	0.00336326049299492	0.177898321370504	0.550123557712421	0.239115409086638	0.0371859201942402	0.000666002175320528	0.308237601016361	0.943818639032517	0.0291508379130383	7.28091352516588e-11	0.0140384464151658	0.108152838104942	0.012151687241065	0.000250339993285129	0.067498679456351	0.113524535144252	0.810882380457556	0.0344267480479979	0.889665577401835	3.68717067240955e-07	0.790668625766459	0.827237009690644	0.72728124118094	0.298928480907798	0.737103365621469	0.470519686216979	0.732128264618759	0.00591654527261485	0.054181308823602	0.0850451995217226	0.353293026922945	0.00114157749388655	0.103238891161218	0.244802634425205	0.790153194992231	0.117454852193268	0.0105675277702301	0.0135769687939034	0.042381193879713	0.1342749703871	0.527285561767373	0.618621406255488	0.410692882536536	0.485988444250323	0.0451371604021877	0.0424697576073531	0.000277890930463174	0.0445205572260153	0.185487146492063	0.261645264642253	0.668205828869539	0.00387746918208719	0.724749536895599	0.336225221228899	3.53415741938391e-05	0.955085747436163	0.365289468383779	0	1	1	1	1	1	1	0.00148822768879586	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00429675219286191	1	1	1	1	1	0.732535207982459	1	1	1	1	1	1	1	1	1	1	1	1	1	0.807431080007227	1	1	1	1	1	1	1	0.702651931833736	0.162371148856195	1	1	1	1	1	1	1	1	1	1	1
Rhodothermaceae	0.0455242241778262	0.0188141660708794	0.91643013397196	0.312658579513771	0.151532042712195	0.465763912366203	0.765628194691704	0.270751534971048	2.01934204044737e-05	0.549164770458917	0.18129536578645	0.369801574449005	0.000396421267888233	0.511129451340362	0.110518388786846	0.479272820125078	0.595793313024529	0.467697651575168	0.471818392736453	0.273681154113991	0.466543784112151	0.246988944701841	0.460955466085811	0.753961801779369	0.198381937516533	0.00718984634142818	0.258963922649264	0.0706822957379283	0.186074696644491	0.112177118854936	0.330672099848083	0.201746338776203	0.000249082964161715	0.13125066342505	0.384691732577369	0.598241697527832	0.716134312235032	0.201697312040558	0.864560071249989	0.196739205180952	0.397295076143206	0.950585697110459	0.841800001550736	0.283757209143184	0.906032154848614	0.4352319525807	0.420949904890754	0.229547431730549	0.825399819917234	0.725833974206682	0.214134910130012	0.266738159343784	0.269889770416494	0.819326453567423	0.194543402564891	0.293450450104345	0.287746476988991	0.35136357831534	0.756068511936912	0.933593338775594	0.00286849773874767	0.303229986799657	0.327795323168615	0.76961825116503	0.133012896624934	0.220515236209664	0.666750026615313	0.283312499300993	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Myxococcaceae	0.228348759753513	0.333145215180744	0.613543588681992	0.00519375199148933	0.301904786744928	0.153318046635208	0.276311237728576	0.633773007135408	0.792595684685519	0.204059328630427	0.0887375434588945	0.00272815410982609	0.662065383006628	0.000327849754541455	0.660813434741246	0.923652374789301	0.037031238241295	0.921520107769394	0.597357260804103	0.278056240581985	0.724411691740065	0.00047272190733439	0.243406685463524	0.225351316029704	0.571183791696533	0.0744920053065582	0.00297601280691282	0.00044447443790689	0.141398293247042	0.340308522040277	0.333557831483917	0.635472417685208	0.647321519382449	0.4603822594284	0.0425465062590494	0.098572248689557	0.0268114570388323	0.141903386061289	0.00159655356163613	0.366635741183727	0.0362555264759976	0.476563872417734	0.406524926285794	0.625028809326063	0.0455884729838758	0.150817810272502	0.00568286711727569	0.243134810339694	0.115929476789901	0.0106817282491684	0.668095541590157	0.592107454848886	0.0357821072129142	0.452591005020691	0.905597835850159	0.810213168857271	0.79886218337504	0.581862165163731	0.330742904227076	0.937379222838243	0.76078359696361	0.00211336620088063	0.274689760563414	0.0292957004004168	0.217001171272258	0.261841912631031	0.0127294570648332	0.150538969548644	0.744697403732651	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Sphingobacteriaceae	0.00782472287780313	0.44510851391666	0.654082921103551	0.00289375885351044	0.640706900942169	2.29390641384371e-05	0.353473276802292	0.67197401752803	0.235683985607512	0.335810541238589	0.0394136989031965	0.0164898842159457	0.0482090414510527	0.273215426460526	0.00170780345826485	0.665756793866202	0.173672974804601	0.311986587497759	0.625229869637186	0.210128881032006	0.0119489475654961	0.986390022501308	0.842510327994475	0.524767223760419	0.01947560533567	0.00111865821856865	0.896028989222754	0.0154546656922732	0.00733949216713185	0.201632169296469	0.0617014841581241	0.00823966853228831	0.0179068362382714	0.879165370798881	0.213135988909547	0.153017018059052	0.417923037372923	0.000104965569626195	0.110744837747892	0.000937487191088171	0.295118365465338	0.0258209896909835	0.149946282277448	0.441860470205963	0.884367247645943	0.936585166175803	0.0386674368681862	0.00314821880318107	0.809959517111422	0.139723026562475	0.0503933010640524	0.123366680015463	0.130755694289632	0.367103196097875	0.295356796264685	0.0154756446885519	0.534461785934286	0.000933211973313195	0.236393891238437	0.349469541665931	0.00409926680828567	0.0122938884557543	0.0326160758298443	0.335534397133638	0.591942903098475	0.415920405854087	0.17523018670802	0.154389686629882	0.115475147913076	0.6281375006988	0	1	1	1	1	1	1	1	1	1	0.00336574853108618	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Veillonellaceae	0.000486414179823002	0.0837784776638781	0.342909485074077	0.00132651384253728	0.847324380075539	0.0243433815304386	0.0278392264345348	0.495333971123958	0.164238022547027	0.0798343544950303	0.815327242613819	0.211227420245016	0.0597707933622045	0.693069957082913	0.000130195969959811	0.0322461110400094	0.229981904171619	0.0333351575925086	0.529259515484803	0.351992854901422	0.00134959719928646	0.0492942422648053	0.548557583156362	0.333921253847377	0.0774594046061571	6.33801082651251e-05	0.677899770343947	0.00913155856951127	0.00128284527507526	0.344197213337137	0.511412933248454	0.452044702955539	0.115404658186501	0.334724319552712	0.594810929869732	0.166095904573039	0.0858423398995541	0.0125327610579644	0.107884904987444	0.0617785543403885	0.358773147649404	0.0160208052623977	0.00216291005311589	0.242951990857463	0.433523459609772	0.252316480694373	0.0388966467586759	0.000286949170102755	0.0261799898003947	0.28951966078315	0.437692697345594	0.180991521042196	0.150332731783847	0.16055635350735	0.317708427911945	0.274970847966978	0.172737416670967	0.0458519363642349	0.498743189528728	0.0703584384348498	0.00247145416302551	0.314032468899427	0.00177837011771533	0.14011195854503	0.599042574395981	0.888848271571054	0.679906479422888	0.0696954220517153	0.335037520253378	0.172675964855453	0.0467061786272793	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Pseudonocardiaceae	0.130837890600305	0.808168225948717	0.136821841421013	0.0454921446568919	0.690574511666236	0.0742134056701594	0.193990788098701	0.72093002221106	0.0211916723019492	0.204905718607412	0.514239958390249	0.315710156879006	0.0199868518576484	0.830777773404177	0.0722946733229882	0.537279780900234	0.228796585444142	0.113021469581892	0.83724955795067	0.787538105100322	0.049075705137003	0.24779458118355	0.105638366466171	0.225931075746183	0.153901204526058	0.0464173259746679	0.215255519691513	0.0226831646453312	0.0987205773536892	0.736811641423525	0.511338565608484	0.00374644162606115	0.181376202678938	0.115538893894863	0.925511549948147	0.976827910653731	0.632365006302567	0.0308137048961263	0.389726925605322	0.0600970150789282	0.583951563574289	0.0919993728824762	0.758375324956832	0.870378629019939	0.885098745337641	0.431342979818421	0.0897877222720283	0.0191789182609548	0.925003724589246	0.415404195072069	0.982432880791645	0.839886853449652	0.159682645565046	0.411987613141035	0.00740618448930084	0.584943404446759	0.61427208917237	0.00191024505727211	0.49954192511124	0.791083683028184	0.0232020280407693	0.0237013863705235	0.267502680750047	0.398231162144263	0.748088559896279	0.652923192058482	0.111169801939625	0.269914852693015	0.0507274067262775	0.457071366256133	0.0823101033142452	0.23232963086675	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Mycobacteriaceae	0.00347887293302407	0.846138778342497	0.693859989750233	0.108046910552722	0.324567012997447	0.0909949778359737	0.737231275401414	0.365617910510176	0.198755746439072	0.280155665272897	0.25503849024712	0.186452663228799	0.144259946644201	0.178063053336179	0.0109581063241666	0.166360046460936	0.67337429693175	0.912353216782629	0.0630653049102054	0.195138708001564	0.000147321760027196	0.5101727731711	0.883734611382895	0.665717289531752	0.12488014713806	0.0901803273542038	0.405332614150006	0.0512284990863982	0.480211386305063	0.181586133891753	0.26586792889961	0.0424258104439974	0.0703648603223927	0.92846305104806	0.545729947775563	0.580505309507061	0.745510349168286	0.0726718250650245	0.270779990427338	0.458549494188121	0.912332255377422	0.0680168820556059	0.691625974923047	0.136453935031033	0.82517909031738	0.772371082073208	0.176017560149983	0.00821962421177321	0.920045629432041	0.494908901988719	0.411140979278422	0.0439009740630215	0.619269540598519	0.0471631203945353	0.15497203139795	0.0110014073439176	0.328742175395034	0.0733368277740675	0.840237699362088	0.0542165423313178	0.0195689233592218	0.409610483047507	0.754005925676522	0.902549698302863	0.0344092899255755	0.661074920283733	0.610815683240514	0.0322843722139583	0.351376162874751	0.925198558378155	0.0407818334257354	0.0548456502668836	0.196299210694946	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Erythrobacteraceae	0.0515511990957962	0.671041303349419	0.368159039833046	0.149855557020177	0.000108652852322967	0.284883223429603	0.263958834528416	0.000141221987738288	0.60249137332097	0.339915263263399	0.0464849421582098	0.785053782338953	0.629090729366385	0.00579339437751292	0.0207235290247013	0.000960219447735828	0.686805742126612	0.661457815218747	0.00328031605241943	6.00879541924302e-05	0.00208679438886368	0.644877259872045	0.0225221293536665	0.0105807564988342	0.0921383436620066	0.462862556466059	0.179464947755069	0.304875873659667	0.718686956136499	0.00112021768787198	0.762351376665634	0.552342246866953	0.666587375048365	0.0774964812298572	0.304710176252064	0.850669295640055	0.328274216251264	0.158616060623539	0.538042804979426	0.718588643794214	0.446120307133077	0.00572700474422921	0.486190767112039	0.819767578260911	0.639583118853008	0.482133118997428	0.240701959947006	0.00797384148347487	0.453993705882479	0.941779774269701	0.724940750536234	0.893011614847312	0.764076956129028	0.313042294630641	0.0655896305219618	0.169980985235004	0.000189245583348462	0.03716277192549	0.578606763411011	0.0710856838228799	0.544489459135604	0.155634307262471	0.386567152505703	0.902392932517002	2.33540157212614e-08	0.0494374475947039	0.67375846433456	1.57768227371553e-07	0.36513493489769	0.96297945022162	0.452043479042273	0.157023595924319	0.170930024665648	0.000355524257241403	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.369881240392661	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Thermoactinomycetaceae_1	0.113265706555783	0.0775878632516775	0.40927635157604	0.239469526705571	0.839119346614357	0.183774296522934	0.253425391199816	0.747575669294382	0.0847972569524544	0.568219502288793	0.222015291030106	0.375099796264469	0.652928261308358	0.967919198884362	0.0991571774585203	0.530304481641707	0.873654136178598	0.782099165923088	0.83330412492536	0.793109536993569	0.150754781854949	0.19997097339877	0.465671811425699	0.224328281844428	0.465254994729782	0.041878536553253	0.412370044608862	0.0936959717010789	0.683875259845491	0.846359356983132	0.982032638205976	0.503754114743815	0.109734278252602	0.0484429124281598	0.698244091234038	0.615203025578351	0.955898705993975	0.232677058945584	0.746484091090034	0.0779577789241581	0.917927984817185	0.169440135267616	0.758899678395481	0.0527400608838479	0.103416645502292	0.272827794540538	0.276149019358863	0.233319684681157	0.187650484108734	0.543669199375687	0.357608714282341	0.823306041029097	0.160402662355213	0.917260068865697	0.559509816598495	0.228038374232489	0.680364355491712	0.946661492889682	0.456510645216064	0.809288260096656	0.0850549858425877	0.437437082695758	0.378459073256441	0.743593641811098	0.959461190162222	0.301771400992447	0.535778546860626	0.508961327738682	0.000349125775186906	0.564259651004448	0.304352480088989	0.0428896968757294	0.0112167660016388	0.278633449483558	0.848206755625486	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
