Paenibacillaceae_1	Ruminococcaceae	Rhodocyclaceae	Clostridiaceae_1	Sphingomonadaceae	Lachnospiraceae	Rhodospirillaceae	Planctomycetaceae	Syntrophobacteraceae	Flavobacteriaceae	Comamonadaceae	Oxalobacteraceae	Ignavibacteriaceae	Hyphomicrobiaceae	Geobacteraceae	Xanthomonadaceae	Bacillaceae_1	Caldilineaceae	Rhizobiaceae	Rhodobacteraceae	Nitrospiraceae	Methylococcaceae	Nocardioidaceae	Micromonosporaceae	Enterobacteriaceae	Spirochaetaceae	Caulobacteraceae	Burkholderiales_incertae_sedis	Cystobacteraceae	Acetobacteraceae	Microbacteriaceae	Parachlamydiaceae	Porphyromonadaceae	Bdellovibrionaceae	Sinobacteraceae	Bacteriovoracaceae	Pseudomonadaceae	Neisseriaceae	Planococcaceae	Methylobacteriaceae	Chitinophagaceae	Desulfovibrionaceae	Opitutaceae	Prolixibacteraceae	Polyangiaceae	Gaiellaceae	Gracilibacteraceae	Desulfobulbaceae	Oscillochloridaceae	Desulfobacteraceae	Solirubrobacteraceae	Intrasporangiaceae	Streptomycetaceae	Clostridiales_Incertae_Sedis_XII	Phyllobacteriaceae	Desulfuromonadaceae	Verrucomicrobiaceae	Haliangiaceae	Clostridiales_Incertae_Sedis_XI	Syntrophaceae	Gallionellaceae	Peptostreptococcaceae	Conexibacteraceae	Thermomonosporaceae	Acidimicrobiaceae	Burkholderiaceae	Nannocystaceae	Gemmatimonadaceae	Rhodothermaceae	Myxococcaceae	Sphingobacteriaceae	Veillonellaceae	Pseudonocardiaceae	Mycobacteriaceae	Erythrobacteraceae	Thermoactinomycetaceae_1	Bradyrhizobiaceae	Sandaracinaceae	Coriobacteriaceae	Geodermatophilaceae	Aeromonadaceae	Methylocystaceae	Streptosporangiaceae	Methylophilaceae	Micrococcaceae	Cellulomonadaceae	Labilitrichaceae	Bacteroidaceae	Bacillales_Incertae_Sedis_XII	Chromatiaceae	Clostridiales_Incertae_Sedis_XVIII	Nitrosomonadaceae	Iamiaceae	Saprospiraceae	Holophagaceae	Rhodobiaceae	Cytophagaceae	Rhizobiales_incertae_sedis	Clostridiales_Incertae_Sedis_XIII	Hyphomonadaceae	Sneathiellaceae	Anaerolineaceae	Alicyclobacillaceae	Acidimicrobineae_incertae_sedis	Leptospiraceae	Paenibacillaceae_2	Xanthobacteraceae	Propionibacteriaceae	Aurantimonadaceae	Alcaligenaceae	Thermoactinomycetaceae_2	Nocardiaceae	Kineosporiaceae	Heliobacteriaceae	Oligoflexaceae	Deinococcaceae	Herpetosiphonaceae	Chloroplast	Clostridiaceae_4	Family_I	Cryomorphaceae	Syntrophorhabdaceae	Demequinaceae	Promicromonosporaceae	Marinilabiliaceae	Rubrobacteraceae	Family_V	Shewanellaceae	Moraxellaceae	Campylobacteraceae	Eubacteriaceae	Hydrogenophilaceae	Erysipelotrichaceae	Desulfomicrobiaceae	Glycomycetaceae	Fusobacteriaceae	Leptotrichiaceae	Thermaceae
Verrucomicrobiaceae	0.710222171978975	0.353420228328381	0.0228887827277597	0.989919531224037	0.72606456318199	0.932735647732167	0.372462563008017	0.279213467280525	0.219554508743727	0.201619878548326	0.984417645840763	0.309571295768564	0.520650421719468	0.373647147458014	0.753749025651277	0.804484958824102	0.929572592766065	0.0663503516874862	0.834229759993067	0.973106015457121	0.56072472645484	0.784419184161284	0.32372045960997	0.860628020430707	0.428129611178864	0.560387988417688	0.272493189576264	0.396148557969745	0.846419997663473	0.187374714615436	0.0493879154574559	0.653276604227666	0.157303551942461	0.140236343555342	0.281325412228995	0.777945710043795	0.672121315764059	0.87987818471233	0.20470157083685	0.533914394094321	0.448238527993003	0.138291020700003	0.0807062936244248	0.734981520229552	0.53383089977216	0.233413330182503	0.645145743588816	0.872176044353477	0.517565371019821	0.143337735765167	0.796133544319883	0.387898974790238	0.0252938669739892	0.0694283975208315	0.830320184412057	0.268912104843782	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Haliangiaceae	0.214181864803768	0.523029715118851	0.417363301783483	0.0285585898465796	0.564855470672941	0.0365702440584196	5.28909044360212e-07	0.158068144185171	0.455747380526552	0.596653665180642	0.0381722470747082	0.576310578411288	0.399386338649369	0.713317516125877	0.23126273246306	0.115822036231672	0.287107461931221	0.0995087121676564	0.0113454541057995	0.0121012120503798	0.0856222246569577	0.0873201338991085	0.482424390451981	0.030150966850823	0.16640255032941	0.884201186073617	0.943758511591676	0.0327946592667811	0.735063654658742	0.776000411298575	0.365816162345621	0.315662289067289	0.35296362553428	0.143508667216123	0.147507218690279	0.721418278492691	0.0322061995752284	0.457850376173201	0.0464778509728253	0.120994413100045	0.293954111719179	0.73297454834036	0.303817439866998	0.608916256846809	0.086468253476609	0.539613934687908	0.00837333182417123	0.259648025159339	0.404327662704677	0.0550184170943287	0.938655804594494	0.0479735587469434	0.474103478342492	0.665226332976142	0.99932923157161	0.795789256928506	0.118631563048052	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Clostridiales_Incertae_Sedis_XI	0.640863288032847	0.888370016130773	0.525712333936987	0.0234538715469286	0.0401019316471951	0.0273193937397217	0.507068909256268	0.563074914368303	0.106230442884843	0.104390129453807	0.00469177254425851	0.445411028909701	0.0143600412853676	0.0969317256998179	0.43695050786786	0.0638315490664748	0.385202694239483	0.0212096324437434	0.0470296699378433	0.000289400465806504	0.219779447794326	0.0956753714843536	0.121065019450025	0.00169342554364062	0.223820063478572	0.786181018134197	0.461713095525852	0.0584597674847691	0.976157099451763	0.9240317611365	0.732400983719553	0.288119529363635	0.8225211445647	0.186736477241383	0.908104338321086	0.939432047824853	0.0499749836468121	0.40956677878529	0.0166268005248535	0.190082051293667	0.995866432929412	0.593029950063535	0.833120521565043	0.123231943194699	0.532206838768744	0.439144062891362	0.00361038631278917	0.515653546179801	3.35639816126232e-05	0.0229671894747498	0.683579370539736	0.102049052820842	0.6884637627976	0.417936164972625	0.99328721774296	0.970906860152978	0.426327924798275	0.0505806701787829	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.185962954632538	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Syntrophaceae	0.0335385691318168	0.937514824769462	0.655060444531296	0.24821700276099	0.116871250030864	0.216906835495667	0.0129767925145031	0.0101796300180965	0.112306358742802	0.685283788860748	0.680296684055301	0.0151049245892844	0.109877458727129	0.56130052093851	0.00296528825977715	0.373517011512893	0.814703151898525	0.971479994944953	0.30868226463347	0.0917082254050068	0.000378206155513798	0.161334400697006	0.888348147396458	0.121677058898953	0.131761281152114	0.173651051746875	0.796098513664177	0.13322471729305	0.392290583836956	0.325073289584976	0.885203910205746	0.697682550846107	0.00186050746149641	0.374140217021425	0.362138518622622	0.559005189667205	0.177379666388747	0.113106628592677	0.238963648065232	0.573785376125491	0.000268852823913577	0.111279447367499	0.00381439170565349	0.192530629386013	0.195419270152257	0.171174504586392	0.0453912632726411	0.846756382412628	0.4698253328545	0.75685577242108	0.434612326904081	0.877921388370716	0.863994610363899	0.200236647403466	0.0668073161961624	0.809629327235183	0.171171142417939	0.0113761384229204	0.0727743915720762	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Gallionellaceae	0.0670547789076123	0.83417175027443	0.13189798599212	0.494349010016709	0.0347734746296628	0.677216290704895	0.142187041593303	0.197686380203016	0.116444234619831	0.581359161906931	0.000316662963734734	0.121528196152465	0.00196102936267182	0.347507808060092	0.359637105670655	0.00715397658434456	0.00245319125696022	0.187755914609907	0.00116794267838067	0.00479133691793067	0.238958344729869	0.291229274088507	0.44532126167125	0.12322867459825	0.946242793403614	0.0298083634452981	0.132959380531786	0.171425086548727	0.021405765980739	0.255934610520842	0.383553204162573	0.908182598899492	0.0135323873047371	0.102684826826436	0.449325384150676	0.570606326253972	0.00424987571908771	0.397454774864982	0.387165368675401	0.155020640789087	0.573771971380427	0.981315432416076	0.648325267391498	0.62397742629849	0.297563688383825	0.0411090118834436	0.00874029631399838	0.888052847485036	0.033375970874777	0.0414136104884181	0.377838113025575	0.994033414144572	0.487769438518239	0.566059250517365	0.742255290142764	0.63506267175968	0.219423933248268	0.110451212601243	0.0163114406559291	0.647892652194823	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Peptostreptococcaceae	0.561564579850711	0.823211180792332	0.971698143986217	2.03775548439559e-15	0.931223772123902	4.40984266660861e-13	0.177212708702326	0.830859544178544	0.0555870364045051	0.00584789661542472	0.00129183240094054	0.158650280173009	0.125638248947277	0.00744694912898783	0.00823071890705465	0.305143017738433	0.242340679318509	0.0116673168797088	0.0451652304699413	0.00389657071019971	0.0136784476886295	0.308782937155109	0.00176765397818585	0.082973384332753	0.0720523672079762	0.643361845645504	0.0433796103216402	0.0155294810060252	0.0197162365817357	0.847533990536416	0.0275063990921377	0.0357282508413535	0.504575722034408	0.186460281588348	0.939058216058835	0.0709682690721909	0.0481984873293921	0.639026787404127	8.14923189971812e-05	0.136629609382526	0.886860754333365	0.958830221729453	0.708924449472918	0.166422779067504	0.653024481924551	0.0118272530786813	0.000336511077104911	0.691915630368931	0.029644160130743	0.0133884853918321	0.0613375958820375	0.00387889469310218	0.646239620988643	0.0238954265592245	0.200887589702841	0.993152282311152	0.464258064060118	0.0281031089264986	0.027138288352094	0.459358785017995	0.915260779483229	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.91492210503639	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0269767500687617	1
Conexibacteraceae	0.406981755945596	0.529319579178778	0.10754731595001	0.565027672316398	0.277187992455859	0.41760172288783	0.661405542972412	0.811577065621097	0.752394294016188	0.0431934340360976	0.937535212020493	0.421112612855727	0.877397501219263	0.169317689667656	0.589067517127424	0.0362426734853474	0.58559147401571	0.717694464672516	0.134872935602316	0.611049539067514	0.390543828333532	0.70227607779889	0.0273389087117826	0.64598301267002	0.711760262437289	0.679874756169675	0.035761397211118	0.434053569733957	0.842932846438424	0.0384708165307883	0.08599118447544	0.325609089137577	0.771076609034994	0.276302988940291	0.113249911754761	0.683743534946428	0.585752835280457	0.755959589258853	0.760704648997275	0.794722929476755	0.225376891980651	0.772217886383444	0.597624432935739	0.477211472275332	0.84672956499963	0.326107873831252	0.984388832925332	0.498006144323034	0.470549904743938	0.366099290916066	0.843510993945187	0.103777528591735	0.912311768371877	0.726350410274375	0.992898893307443	0.427946779455096	0.646312156904909	0.377475798396722	0.572994729531338	0.669154148314934	0.349280074615879	0.463496785380143	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Thermomonosporaceae	0.588553146632426	0.713336824049915	0.272114729304762	0.0381401597536161	0.237079268955872	0.0270388646743804	0.0849272429317159	0.00450311491700101	0.60863337910445	0.465544740647816	3.3249438500871e-06	0.00314727363291902	0.0341970435330627	0.191652444217168	0.0790354417406912	0.0144107903569599	0.0432928541879185	0.00972066981039775	0.00043152798464441	1.71780845028094e-05	0.243630849669961	1.69985926443701e-07	0.636138708255445	0.0535516908398626	0.15904058418832	0.560297267936241	0.357838743615879	0.130834143551085	0.546114815991122	0.0914751705627444	0.86218051932282	0.298132103750054	0.750154022694954	0.406464995209106	0.792056658679595	0.422050827820208	7.52463734278254e-05	0.588499648023131	0.00472592721263499	0.0216811961297572	0.174695311102709	0.136369961579272	0.0782629156181503	0.961701482356487	0.373595335262173	0.275061445717541	0.0092679797467164	0.718469132258123	0.235033736566258	0.0717429520126086	0.261718324897649	0.439807367272586	0.0840226315191433	0.652958583018483	0.957270067737698	0.277346290465671	0.629184173365444	0.0412027593799191	0.0257032842641614	0.108724122717657	0.091529744854007	0.079680021470015	0.916819954946648	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.981718016761837	1	1	1	1	1	1	1	0.11824841561093	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Acidimicrobiaceae	0.349369943701474	0.105336504161429	0.735830348839624	0.796600116486867	0.0230114045809329	0.469394156927291	0.943349846857314	0.000920424734961029	0.0759868429206034	0.398178191494042	0.0928910234586651	0.0969828233537781	0.433727324923618	0.142748775446989	0.480035652699606	4.02473825914343e-05	0.346970266085277	0.10392910792878	0.22712974541337	0.012971152267476	0.649756781713827	0.776941414602697	0.0172067073976756	0.00747410538352905	0.287982662608794	0.0629960775955526	0.0375331873386355	0.14620331101405	0.00628206325595809	0.000732059489362871	0.691129475016979	0.0971842525438752	0.349542821735073	0.0890815384121421	0.0157049612691085	0.00454933780378579	0.402629928074717	0.541143392838889	0.0155032696136074	0.854412879532771	0.179608238588096	0.00761205819811249	0.478614068752102	0.607809634712055	0.98840922391969	0.0649456997593365	0.337140105605978	0.102481940036883	0.543085100449609	0.0226605587661894	0.000706531467148429	0.234689969391802	0.166676255179505	0.725690498577018	0.000209365719486262	0.376578096800923	0.651158396031762	0.937751138224154	0.566040269581407	0.225850252841735	0.396050147092844	0.424142872799408	0.874186505946111	0.269913124269668	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.107552718491865	1	1	1	1	1	0.17918504694884	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Burkholderiaceae	0.235157734286943	0.826916486511352	0.987234284254658	0.656625189388179	0.163655635423712	0.873320546390765	0.532085739329023	0.0191664194119592	0.517326882681064	0.846974432405152	0.00419314741262569	0.0312894450039869	0.759018411142705	0.926983029935175	0.678761098315072	0.0314542255095434	0.653658859905314	0.786503224314804	0.214779063132263	0.070855720001486	0.968188259510096	0.0881431697496868	0.077639142169395	0.353992600786926	0.780021300430185	0.661255908641622	0.634576990563195	0.692071140148333	0.449212143699774	0.0493692641506703	0.0959183618938557	0.692274550884956	0.180038112547976	0.951703690291068	0.705738600078803	0.992207043386002	0.0167806154013948	0.286703459479566	0.43687383548786	0.468625619536809	0.670574524231631	0.141065493561876	0.547050959543654	0.658407928500644	0.671556129499635	0.450629618724189	0.687635604416185	0.1259893101941	0.0420678263621975	0.460378185545412	0.230477092140399	0.179943961593615	0.114714196426366	0.915054329137283	0.0991158723266382	0.500273821055257	0.537016299253564	0.882933279307815	0.262024605778068	0.948737224433155	0.0870537997705915	0.888701360664287	0.332688620277477	0.00876039838563139	0.00200335185665542	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Nannocystaceae	0.104962901682603	0.244484013805974	0.589240695420652	0.0859651980433453	0.336418784405126	0.0439816211198258	0.163448302081295	0.389329858206513	0.0875325279212565	0.615312493663953	0.0182860492623347	0.160575070686127	0.0154173080422504	0.00406908643141605	0.00852620737669391	0.682932497191696	0.00664815371429504	0.00525751305735686	0.0197010197146729	0.0961441103057442	0.081952848891187	0.0881584516670297	0.084611804039192	0.957266477787426	0.959324140651513	0.00321041284928559	0.467135306392752	2.07097640758286e-08	0.114999532756996	0.1963694841988	0.566970535435614	0.00973943675094111	0.588123505348834	0.129349887769814	0.00731427138221508	0.045324326866227	0.038896935519629	0.751772733708488	8.75638182286747e-05	0.154708637303349	0.540391909691118	0.329593639357475	0.740921300408866	0.120778874165931	0.173884283367791	0.299990626347096	0.000395505660336037	0.336454457412137	0.0759291436322949	4.46362708377393e-06	0.0355727628453621	0.00547627208979427	0.391740412715744	0.715974938180454	0.0456661318371037	0.327858202264104	0.767410689572282	0.0431062255051004	0.0565238676502396	0.576637493089966	0.0537621053754944	0.0463356575575129	0.317519118008578	0.10002497189481	0.0479789545323595	0.982943406819719	0	1	1	1	1	1	1	1	1	1	1	0.0673697863846148	1	1	1	1	1	1	1	1	0.0793910993116338	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000196690219271169	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Gemmatimonadaceae	0.717121002684464	0.0358723344953873	0.861121246933494	0.145289648772576	0.2163293682646	0.243746574315419	0.162223007120563	0.00735003680450013	0.852227406247345	0.535289368934556	8.0069403615093e-05	0.00041228323823212	0.157571684354275	0.436060072217466	0.230703552455938	2.72184999130637e-07	0.142334549626706	0.335534285377368	0.00055717580968467	5.88021892034227e-07	0.208960009975351	0.0781112940456429	0.466486128183217	0.0116427990975173	0.115993896421865	0.331850815084205	0.384041053799731	0.371083449389881	0.215070120392095	0.00109216675838466	0.493553967379297	0.848059268648303	0.773996754936724	0.00848696663508889	0.340355575176434	0.430844319231171	0.000196707891124215	0.729315744726598	0.358107057713163	0.106550156965545	0.0218485230927008	0.00296968737898824	0.583467319382356	0.818619365550244	0.311034982335004	0.457917545172326	0.0318895215001233	0.0494020394473831	0.372867846111028	0.452265063049485	0.840184309204684	0.847360496011607	0.155055765585989	0.590268632514843	0.729293760030802	0.469458957562824	0.755726845785898	0.0267501702444804	0.0784580735469639	0.086285312498586	0.00833375298184423	0.322191296919195	0.64526027429366	0.000848836619713316	0.00144472715343559	0.130663485106596	0.482432626478967	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.455997231924114	1	1	1	1	1	0.385316931242733	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.231495714878074	1	1	1	1	1	1	1	1	1	1	0.002131557007017
Rhodothermaceae	0.0298912272888759	0.770834119674934	0.275169294411412	0.535680115211251	0.683275079610703	0.415303993296111	0.180624257104352	0.181269535299176	0.0136263511745002	0.94831807848646	0.141531489753592	0.443802307063712	8.36809530567507e-06	0.00311718956486965	0.73735222143187	0.756215239770072	0.0745343300074779	0.0236618452101852	0.235641056047621	0.190894908524644	0.540771845693343	0.84838447413565	0.0181379830652955	0.949793254425211	0.292940858691678	0.0392306828194153	0.0832149046841741	0.0665147164524221	0.787463137373598	0.633209630216184	0.531392895039621	0.490227863956648	0.0236133795876195	0.673578426873763	0.434747866732443	0.430508623391782	0.260586360576152	0.51960397628116	0.0439916367974159	0.541224605294658	0.586917602603763	0.752502400551999	0.11857951358165	0.962330732264007	0.148137567680326	0.00638861379043483	0.0638111202468467	0.987988222913698	0.125082154558109	0.00269739214985219	0.015486008255321	0.207646628067418	0.531466300846672	0.0586727512716599	0.0147834980097727	0.360214049307973	0.795141456301419	0.281551877486502	0.147450112754805	0.0712435703242733	0.010467551902946	0.218238069330298	0.890037704309	0.192664684778767	0.0357805547882284	0.514436737256196	0.0110148002685059	0.170936029648365	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Myxococcaceae	0.403654304394005	0.462797508465211	0.402563469858534	0.156934737179203	0.321835666359458	0.213351090101431	0.314836041954434	0.109653964620833	0.849706453884605	0.761574838206952	0.0326695833933368	0.00602475824266015	0.442751426345199	0.559943021876222	0.169726072867662	0.554613662142084	0.505613323332561	0.33337957400432	0.154255559330964	0.0626079733703135	0.361523168418042	0.00021378959788194	0.656579571324606	0.192596033887222	0.0611001092759074	0.807202924052552	0.792365689098071	0.979223161342489	0.391189043823111	0.636550931554203	0.180538167065754	0.895796886100365	0.82627568107239	0.319808615368585	0.497136752031113	0.208580942249619	0.0343858415953021	0.0100321185437651	0.0325097364337626	0.0228410632074116	0.0190150838224986	0.212199016635629	0.33781550738424	0.999776815511326	0.638157445085335	0.277961295197703	0.0964679418431464	0.92677564929683	0.901951120625883	0.573483021453167	0.0694360279104816	0.68309678370366	0.444699320826829	0.698028539752999	0.989450993633398	0.845588585298417	0.351629837020106	0.84823995008837	0.346269925416469	0.256040606003844	0.333531614781636	0.390566916170769	0.431216583120171	0.00258613559549486	0.890739539345965	0.0624590830738354	0.505191975198327	0.38712417791557	0.716688136050628	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Sphingobacteriaceae	0.356705278038367	0.472897427037513	0.658100627075486	0.0774148483571013	0.837260481793695	0.14447835285485	0.732842049697222	0.0578542487379379	0.706437822446864	0.605180035800056	0.266067975418574	0.7652481141639	0.11616426167052	0.0122159440851155	0.0916566728232761	0.516211858260552	0.277906555292206	0.299649575449434	0.26540818745042	0.482050209087733	0.38877279277171	0.713986158685028	0.00846873771780417	0.976937739519884	0.541824285526847	0.377974826730694	0.573550866106061	0.100912999075861	0.0596055482190185	0.0431837978602733	0.362615255219343	0.131445756995697	0.576414548912265	0.156655920414946	0.0935738556677836	0.852382772571844	0.604281036978272	0.420185659610641	0.0517316551032728	0.598188305733989	0.0166027532812331	0.651341102671501	0.439911632880036	0.668444689245317	0.856653591294391	0.0630018188011181	0.338256325206921	0.618829574027494	0.37996526745037	0.19058003754434	0.914700473545819	0.000294162458545287	0.582469087797361	0.517133786946963	0.0170098803311164	0.587489704999632	0.601239471215875	0.171054777969786	0.335973736926402	0.306358790725117	0.371970709259397	0.0210038122067096	0.278388738323844	0.777873806160485	0.126184177173622	0.603429087663031	0.00042333912123272	0.964932297795808	0.0821343313780068	0.928000135901993	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Veillonellaceae	0.337718090641548	0.542026071463076	0.50580398551869	0.00427398463910948	0.86601636861059	0.0041569007860185	0.0503383988879801	0.00574283325469943	0.996217004044008	0.691228019860482	0.00604293852916943	0.110471342126982	0.361042372866215	0.0161663927457048	0.00921410473940539	0.855012338869325	0.0573469419704516	0.672600170171819	0.102497710753362	0.0308414480873529	0.0391637627352704	0.0494456794833718	0.094744992363205	0.133045396603194	0.104662744009808	0.552665369923104	0.26846136582362	0.0303285408991926	0.256436185344353	0.878845515931333	0.400285503373917	0.028343784594939	0.728672608253725	0.132501746294692	0.592232033665508	0.147966214227941	0.0185850933219857	0.873592101922865	0.00688260765859413	0.056440305684538	0.173419865772094	0.456774833527808	5.11158257137511e-06	0.623657411079093	0.611595417513853	0.385778832208403	0.00395418567668785	0.818869945824093	0.257897803098456	0.0572649364395046	0.202684936261877	0.100740405460187	0.335883112294202	0.59692231349404	0.738840933997769	0.0361073517638346	0.777885513544179	0.0460360994013443	0.580527953967408	0.16383795803423	0.177447605168067	0.00637261238115772	0.209749703380147	0.0108535367041169	0.640375545512199	0.668846726831479	0.0123140418816483	0.133117191970816	0.344469817452965	0.0608690920755908	0.150740309558657	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Pseudonocardiaceae	0.942163852310982	0.650417124386353	0.631301465521415	0.0397396245406454	0.11217131640626	0.0468192062060213	0.123738299315179	0.899970248303049	0.632520010747872	0.328185395365985	0.032896195939681	0.0641667922658479	0.572790624910738	0.14803788864006	0.62636080722648	0.641095233435986	0.256063281124663	0.110533501688689	0.0131880815882629	0.29915975593324	0.245924937441828	0.138834029285064	0.254556431586976	0.627463381272613	0.290377949594677	0.392854396550824	0.579321297265801	0.221439806183277	0.390531971908328	0.486355231466062	0.381527416093276	0.364290706839657	0.865257385586986	0.668037523528238	0.243490906649369	0.132545528843448	0.573002985815638	0.365350356843062	0.0791214830447101	0.158172666758802	0.185089715361689	0.357404464767877	0.900012760426739	0.532890326318483	0.943254409066838	0.332901403616779	0.109135155817884	0.756849768557114	0.803878253405978	0.123938995579333	0.281244623952472	0.193799014579809	0.927081839540216	0.0295531651379389	0.360345319838129	0.803165171907946	0.48618028635532	0.261395870933173	0.851083365756969	0.717854520800362	0.487413171857842	0.0546377799563478	0.965627482549129	0.0828878714179059	0.529381431427704	0.645995956729598	0.114205332591149	0.835928061866415	0.432121746818363	0.0556116588256694	0.26769879614271	0.494261543837627	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
