Paenibacillaceae_1	Ruminococcaceae	Rhodocyclaceae	Clostridiaceae_1	Sphingomonadaceae	Lachnospiraceae	Rhodospirillaceae	Planctomycetaceae	Syntrophobacteraceae	Flavobacteriaceae	Comamonadaceae	Oxalobacteraceae	Ignavibacteriaceae	Hyphomicrobiaceae	Geobacteraceae	Xanthomonadaceae	Bacillaceae_1	Caldilineaceae	Rhizobiaceae	Rhodobacteraceae	Nitrospiraceae	Methylococcaceae	Nocardioidaceae	Micromonosporaceae	Enterobacteriaceae	Spirochaetaceae	Caulobacteraceae	Burkholderiales_incertae_sedis	Cystobacteraceae	Acetobacteraceae	Microbacteriaceae	Parachlamydiaceae	Porphyromonadaceae	Bdellovibrionaceae	Sinobacteraceae	Bacteriovoracaceae	Pseudomonadaceae	Neisseriaceae	Planococcaceae	Methylobacteriaceae	Chitinophagaceae	Desulfovibrionaceae	Opitutaceae	Prolixibacteraceae	Polyangiaceae	Gaiellaceae	Gracilibacteraceae	Desulfobulbaceae	Oscillochloridaceae	Desulfobacteraceae	Solirubrobacteraceae	Intrasporangiaceae	Streptomycetaceae	Clostridiales_Incertae_Sedis_XII	Phyllobacteriaceae	Desulfuromonadaceae	Verrucomicrobiaceae	Haliangiaceae	Clostridiales_Incertae_Sedis_XI	Syntrophaceae	Gallionellaceae	Peptostreptococcaceae	Conexibacteraceae	Thermomonosporaceae	Acidimicrobiaceae	Burkholderiaceae	Nannocystaceae	Gemmatimonadaceae	Rhodothermaceae	Myxococcaceae	Sphingobacteriaceae	Veillonellaceae	Pseudonocardiaceae	Mycobacteriaceae	Erythrobacteraceae	Thermoactinomycetaceae_1	Bradyrhizobiaceae	Sandaracinaceae	Coriobacteriaceae	Geodermatophilaceae	Aeromonadaceae	Methylocystaceae	Streptosporangiaceae	Methylophilaceae	Micrococcaceae	Cellulomonadaceae	Labilitrichaceae	Bacteroidaceae	Bacillales_Incertae_Sedis_XII	Chromatiaceae	Clostridiales_Incertae_Sedis_XVIII	Nitrosomonadaceae	Iamiaceae	Saprospiraceae	Holophagaceae	Rhodobiaceae	Cytophagaceae	Rhizobiales_incertae_sedis	Clostridiales_Incertae_Sedis_XIII	Hyphomonadaceae	Sneathiellaceae	Anaerolineaceae	Alicyclobacillaceae	Acidimicrobineae_incertae_sedis	Leptospiraceae	Paenibacillaceae_2	Xanthobacteraceae	Propionibacteriaceae	Aurantimonadaceae	Alcaligenaceae	Thermoactinomycetaceae_2	Nocardiaceae	Kineosporiaceae	Heliobacteriaceae	Oligoflexaceae	Deinococcaceae	Herpetosiphonaceae	Chloroplast	Clostridiaceae_4	Family_I	Cryomorphaceae	Syntrophorhabdaceae	Demequinaceae	Promicromonosporaceae	Marinilabiliaceae	Rubrobacteraceae	Family_V	Shewanellaceae	Moraxellaceae	Campylobacteraceae	Eubacteriaceae	Hydrogenophilaceae	Erysipelotrichaceae	Desulfomicrobiaceae	Glycomycetaceae	Fusobacteriaceae	Leptotrichiaceae	Thermaceae
Iamiaceae	0.929231009566224	0.0827772789449399	0.276108389508705	0.121103210548799	0.899546687187449	0.0640710834064413	0.88585956074934	0.14619693058088	0.00084424900542154	0.295801863284746	0.124146300147365	0.936277630722012	3.13264619301706e-06	0.00976514515958623	0.195130389150608	0.988224028205216	0.114816279558535	0.00332015261479113	0.103085525392712	0.112729120635557	0.615541596192073	0.417268118933793	0.00148952021769312	0.845819454857457	0.63602625210763	0.0757509977611792	0.0700292510718264	0.00783354050087857	0.0837186714434894	0.278456999720913	0.161232038337561	0.0815279485380048	0.626292904707805	0.741947690986261	0.381441563237342	0.00503445885147395	0.422965090089571	0.712816325574934	7.52641071762466e-06	0.741874499934831	0.436732218602744	0.28876575557115	0.328713081031945	0.63783867816294	0.0603331019115072	0.000167139425673931	0.0048013375005433	0.0224583220983796	0.471073612334446	1.08594853763398e-06	0.00082624726908611	0.00132910199322619	0.360649441109628	0.967362890424019	0.000472960599693451	0.92507990797274	0.577684665712453	0.494891813443669	0.0884615459183193	0.302053152790285	0.361586627784613	0.0120562538963253	0.926339127830411	0.165322722152278	0.0163200941983277	0.233658835601452	0.00121938450545218	0.751246338499301	0.000366923176823123	0.443507001893483	0.00650735728521605	0.285600825868309	0.196835068881136	0.0268616304482068	0.137749035344797	0.941578444609108	0.00973704306843714	0.0210000771791127	0.116417892765817	8.31069063402787e-07	0.642914968069725	0.336415683613359	0.797472454820625	0.283583757165306	2.29532888334289e-05	0.0980712674918995	4.31777001991887e-05	0.200287570333177	0.0585601097411639	0.852551316772046	0.427911650343934	0.0771589492019707	0	1	1	0.0155868494616347	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0167238705263205	1	1	1	1	1	1	1	1	1	1	8.00681219737058e-05	1	1	1	1	1
Saprospiraceae	0.149649869868988	0.513917189812538	0.79584002757576	0.895656649307263	0.553087005452351	0.914890504811674	0.835866268100794	0.00976852731436584	0.223187257976184	0.736279886029886	0.123812661933452	0.404568430735844	0.860928739721766	0.306820623935182	0.575910975732915	0.00129201393645124	0.947842208573682	0.575658146495927	0.200145349811181	0.116757019242085	0.764647706112292	0.322241155505195	0.0235206252504776	0.0657526104330605	0.451648559213423	0.0676114218374292	0.255694617105163	0.05082978827322	0.0059639969097637	0.0283937277852579	0.599752716148086	0.533620171931576	0.355070956740042	0.563076007747513	0.00470976191389452	0.202180791414047	0.0694725938429711	0.540668916486381	0.185496084154024	0.244087967435501	0.375171547080093	0.179150140031188	0.863365487734458	0.454880942988278	0.621684297831367	0.501153297405364	0.275507617343241	0.174185824152725	0.714317913137168	0.129786487210264	0.155875427295277	0.365531672057373	0.41577053615066	0.943815666074192	0.0355587864863055	0.97173940189432	0.737430548463325	0.647476651210221	0.835661954910682	0.374364798653482	0.215954834210363	0.566906004903681	0.253245715056072	0.132136130846812	1.15177466793601e-05	0.0146355355347014	0.0426398813983215	0.00308742716688666	0.066188253529782	0.681219126344348	0.128826381936836	0.610410183358633	0.613056793213372	0.596168751938442	0.885253447709148	0.287881869614975	0.374246843647736	0.758853883857896	0.918638156349471	0.445783695161974	0.855576302849913	0.130930309763861	0.39078453137226	0.725229416536209	0.653086400641808	0.77963704409773	0.124990508454983	0.523269553098525	0.76906884261698	0.0934880034574621	0.627197122108254	0.131830714756256	0.125710407210036	0	1	1	1	1	1	1	1	1	1	0.00605640122297379	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.567763387612752	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Holophagaceae	0.0895944170278251	0.405000125825234	0.849923080142963	0.000349368843731912	0.525834626988311	0.00107831069628981	0.103597986346406	0.104119699902453	0.723198883793569	0.0992443972516284	0.000765219206790088	0.00678681048897254	0.656381035267291	0.121393459421704	9.38081269672285e-05	0.0382609674170478	0.0804994504396772	0.369058314827122	0.0285545547483511	0.00134357385417196	0.000709691006752721	0.0741863262674224	0.852602876612677	0.0963893036985427	0.0222481299730097	0.853744645626602	0.351371177903342	0.0108878631672218	0.439610816379749	0.0797307481607555	0.848700187263291	0.144934504273812	0.0337010454227565	0.0359627782951482	0.838809872961443	0.477544659414941	0.0279493724704149	0.426117420345471	0.0120088980574246	0.269757863510913	0.31576060137399	0.0444711742670811	0.126434993852149	0.00966353114519046	0.912644302585589	0.605050028587552	0.000181083078271876	0.311520676773633	0.00422369354437935	0.076167329869192	0.600682935741677	0.728603321696824	0.841263156905296	0.225445165723651	0.803431088349651	0.739381052259842	0.483442910559886	0.0174725515225029	0.00820099624419781	0.00300038374008752	0.189428827474045	0.000993129440925867	0.926210668182981	0.0370731371993519	0.539754602352719	0.207607126961828	0.0148233863022915	0.00277491953090121	0.855196782790985	0.460439733738395	0.112524633039821	0.00686928953191098	0.457281446994333	0.698915444346767	0.0942469653242492	0.991855142553395	0.00281251614966014	8.88986517515011e-05	0.000466007791495812	0.235580058844802	0.0192375888818689	0.87389207131568	0.0308183689463049	0.867695403248741	0.526734372711253	0.843857074106973	0.256071887130132	0.338661038901064	0.0820569181307817	0.190863812443392	0.548965744454473	9.20626510623328e-06	0.3334517943672	0.633819939668822	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0209391798257649	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Rhodobiaceae	0.668598214354557	0.120114232134096	0.299281060468877	0.00111529179257771	0.863743696752957	0.000396634038562651	0.513661446373079	0.427958519742812	0.00190100759554195	0.200717520337875	0.00920514629628485	0.173223041054466	0.00058838203379484	0.0395378364773814	0.0446096828626301	0.757993822944136	0.0959047201507772	1.33058184151528e-05	0.0248912710522655	0.00753850934058998	0.213115204926962	0.00517360702736531	0.00414806209881979	0.299844021842803	0.0849445385457614	0.262396993178227	0.153304900230164	0.0117921475155821	0.07798261988118	0.408862742369569	0.305808383935055	0.240002684624174	0.41186739624408	0.204262769101704	0.269198107991863	0.00632833624845909	0.0368157928651838	0.0639994369299864	2.70039805640538e-10	0.160202522975774	0.972947011714162	0.48777771320642	0.525437195296409	0.443730646297221	0.760644050219293	0.000859797142757855	0.000198147577335272	0.212143782252324	0.450494659578331	4.68330133813858e-07	9.25523488924786e-05	0.000901733172335497	0.829596118829457	0.193207337409974	0.00457183789053499	0.332969827550979	0.617729559177769	0.119355750544894	0.0214515151286308	0.825635246367063	0.412087720069515	0.000599273376826803	0.548308740433852	0.0116956939905574	0.0153827889405188	0.309309925574453	0.000295133807768708	0.281123032862002	0.00915478763353973	0.0174172027944908	0.0149889311476076	0.0827805386256883	0.0984020474351771	0.231653440328908	0.157766410513812	0.569519120204168	0.0151120416032273	0.00129517082921757	0.0276951479343724	1.32622482998924e-05	0.212905378933328	0.508149499618659	0.278181238183781	0.408200291073561	5.53317912425742e-06	0.168594601403049	6.33175684657346e-05	0.64160232239691	0.0252625638684137	0.355461210635027	0.0186883593801217	0.00765464759746147	1.65941120639143e-06	0.160768876562276	0.0529113764509453	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.383491696988494	1	1	1	1	1	1	1	1	1	0.0588541382706385	3.047432990837e-05	1	1	1	1	1
Cytophagaceae	0.124851932028577	0.902109075651357	0.453428628813074	0.00758697977521394	0.362658590158544	0.0230248306394813	0.23972548546929	0.644641981085358	0.544739845637676	0.165108998542505	0.18386440595907	0.646019006469619	0.771668468899708	0.311158863254362	0.202488149893712	0.991162326815366	0.493850191665226	0.0686089772951583	0.330567849348108	0.365319459340979	0.124411538809684	0.124977478549373	0.252646336397467	0.16384230354169	0.577298452723671	0.603693389590585	0.31011608933984	0.220657344920889	0.351597732719517	0.259316060012207	0.26856773008505	0.321052495544548	0.431409091077554	0.391767339882034	0.22875256633347	0.657428789238701	0.794623770904539	0.829049186221832	0.357150366168493	0.0106012983273799	0.268866554521741	0.455649451309625	0.884920492638163	0.872235166425403	0.639969851515656	0.575298076572682	0.269574640708793	0.64735167885127	0.0698310971080015	0.552960023122957	0.624403768705638	0.0302664764805772	0.64744771050685	0.236852692525867	0.534942469890843	0.852663492870782	0.441896994009288	0.0213377444593186	0.0826397351389878	0.21769672097063	0.800360396706933	0.0023160952068874	0.337023691718052	0.313254764137048	0.977511641664347	0.564141829589187	0.246268068715015	0.490037672563746	0.414237688294718	0.867972203985054	0.0716386138672047	0.265858158514872	0.128924884380891	0.379717661349373	0.480654057417674	0.510007632592107	0.319344630401502	0.359677569006533	0.0239251600264188	0.147105953987569	0.194719058155037	0.7023881422979	0.143808736214293	0.604163314462056	0.0977311402892554	0.060267282483011	0.777102524872735	0.648255732703458	0.166143898085461	0.740564725623785	0.635534492625771	0.106066898860923	0.541239776701831	0.569423856680129	0.200664664802791	0.637220934405216	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Rhizobiales_incertae_sedis	0.9927421407997	0.381314090648295	0.831973122626544	0.0379649125835021	0.00664443755374494	0.0734035730587218	0.135791750263728	0.0114119447697198	0.974309190483935	0.833910267833026	3.92332789532466e-05	0.000337422765552404	0.334153694317616	0.818437190574612	0.315004266097757	6.21751313462411e-07	0.199492882734452	0.312378972189145	3.22824100363428e-08	7.98388834324077e-09	0.249460893321687	0.0471818040287133	0.478872563740327	0.00245205896713003	0.0299905117464956	0.578065382747564	0.0226474889494391	0.317139139491302	0.582535540028112	0.00124463860628171	0.420293984759313	0.65129189533877	0.556850471320988	0.0033683916505425	0.570028839983247	0.663270137004394	0.00238410673574033	0.374804764415541	0.149894556958431	0.167628236532502	0.0411159999930818	0.00685783004369681	0.207359959265047	0.600178479131879	0.805936893892023	0.969818453010624	0.00524236059667686	0.592025561989677	0.254945974025026	0.401247220373407	0.989255436777244	0.821303314061728	0.0647670696875367	0.759294940382713	0.213176760310361	0.156953281984614	0.333911452020546	0.125932916980221	0.0444581611757936	0.109793471282114	0.031283327708618	0.128855499068719	0.481032079981897	0.000106143152423163	0.00346985387274948	0.107294949334442	0.343309891893993	4.14720623444982e-05	0.620567482772897	0.0528733468001094	0.812994352330059	0.0541453093690348	0.176821543679683	0.404293358939417	0.0133354770861966	0.472631780393404	0.0181315789406282	0.0422466807286419	0.140411547032919	0.695374661107625	0.0113920943221107	0.964023504681649	0.562532859577906	0.210471506790036	0.201677936406096	0.130955765028073	0.777732803282171	0.138141349772608	0.0104910388458409	0.00938497377168377	0.234196637546986	0.00398886812793334	0.546133296252205	0.248703203652084	0.0308485671771724	0.134358093710007	0.820934555200431	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Clostridiales_Incertae_Sedis_XIII	0.624298698497837	0.306967763972949	0.0857319802185086	7.02949856808316e-06	0.0257387819561816	2.01405425436381e-06	0.128140883956002	0.215145720737241	0.163520132497622	0.0724493713793212	0.00140081829843294	0.198996190793673	0.156802774905807	0.040932291715437	0.0521424447763251	0.26833217188592	0.0803215254946073	0.0314720617634681	0.00515831218606316	0.00326503736496871	0.040013778278085	0.15506632441906	0.156860265659693	0.0203754488290878	0.0668727951672873	0.2414504875797	0.943383767829763	0.0233398752636127	0.408542015264649	0.139819254167891	0.130318661746162	0.148694040831885	0.969709629412251	0.147225960932952	0.815173832053595	0.312091834787777	0.018576677813433	0.329728783770346	0.00012068784274656	0.127834139541159	0.404377429495956	0.212307316360062	0.257018785491276	0.137865188472834	0.529996558927612	0.0316859635455928	0.000495613287922752	0.808987750209557	0.0408646867167462	0.00649088772977487	0.186282641558718	0.00242916547689837	0.200500330003501	0.000841237907319415	0.21216025020734	0.579260598959377	0.977439522407535	0.0179316516401478	0.0161318971658722	0.145819006760722	0.036522519732148	0.00040222703088061	0.293787645868256	0.0793479023531973	0.609168040634745	0.82472733401631	0.00180646912084056	0.441581317351931	0.860882218476933	0.175287589304708	0.00738755700925743	0.00439116575508384	0.0139110655738192	0.736010925743445	0.0546844523495947	0.425417516583204	0.00710660928692483	0.000601268371821226	0.00522615869614707	0.0160141077563337	0.0205553456495833	0.917363755246095	0.0381080932826479	0.661402162778005	0.0279179727526166	0.203242723951641	0.00832578525188591	0.28539934155746	0.0138203544090444	0.30012847146787	0.434897167418558	0.00122722977965716	0.144734161432691	0.984728661225314	0.0110581711360126	0.00568581348274634	0.0178581765016906	0.0654441021531853	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0377585717369315	1
Hyphomonadaceae	0.393628961819091	2.79235356285601e-05	0.334205117739485	0.424737052888484	0.969754037271243	0.144412016362125	0.943430291834126	0.062303618078823	0.000684533246025629	0.513432421965427	0.714987465846624	0.460424167356962	0.0667615191865907	0.0273787064002564	0.0421654489974435	0.0212973196085857	0.112900103444083	0.00567419761808564	0.717857239389198	0.686212143862277	0.742757545293337	0.408037161588084	0.0115744881732289	0.0250013647555207	0.840492205372175	0.000560704793681276	0.169760446814718	0.000678485080949537	0.00624571505765813	0.0250354754263998	0.756035652479778	0.0563581631896729	0.675126174856519	0.433504061399415	0.000437430483239055	0.000857101524434975	0.188343508426648	0.60173057473473	1.27044283330988e-05	0.799402410620198	0.939534792430658	0.0369540215018367	0.912682459828393	0.23471181194139	0.208039197832511	0.273805267799908	0.00637401771110766	0.000171068370865911	0.612615735363175	0.000127160553684817	2.71715293964859e-05	0.0797702667477079	0.526436562610061	0.415388746206015	0.00817447748643063	0.926599106380635	0.484039883128085	0.626681492938602	0.416024821215404	0.926648688800653	0.836274262562285	0.209793875465226	0.620967103304048	0.644822029941729	1.92238007669606e-05	0.326278584718613	0.000256122065167403	0.0608409143072417	0.190464875733966	0.270758812381027	0.266363532212218	0.436714427508741	0.273756346985129	0.386317281475548	0.996552979156269	0.498121009573221	0.0878481165853276	0.0484775422196494	0.125531158130551	0.000909623662540544	0.299084910213493	0.649534880623495	0.666681217385627	0.00765308360306953	0.0926594895951382	0.049040793507731	7.93949881984911e-05	0.512459849287695	0.280709230246496	0.63743036499449	0.805866617664181	0.697835132247867	0.00482423862186254	0.0013584880723104	0.646329210332466	0.00164357960316383	0.962448615000012	0.388273160939216	0.0618429663107278	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0467249864073572	1	1	1	1	1	1	1	1	1	1	0.981363340078988	0.0281296659227615	1	1	1	1	1
Sneathiellaceae	0.942373094014382	9.9652431619535e-06	0.53991399651932	0.893091141537198	0.280116147199473	0.569680707464222	0.894006790815418	0.939179913755454	0.00866541275986235	0.428500120028316	0.423863792365981	0.303653763147051	0.0630208094646849	0.558424199591382	0.294554911196134	0.76954932334244	0.402900152128101	0.0200925000948869	0.604401044717426	0.411747868109136	0.590784703908979	0.155076966247583	0.331970224072705	0.76749245624729	0.0711839757317217	0.0500595514671319	0.448218618152781	0.0331473312634146	0.368732726315939	0.702604575394266	0.562044941995783	0.362584394973831	0.492032129694455	0.970939565993645	0.138684128266551	0.124282835270196	0.0559136341750817	0.228451046395256	0.0168276537193342	0.391703356595367	0.329570064521964	0.435590208476036	0.989697550185765	0.982844860471854	0.150506108752411	0.428109014303605	0.0376563853138149	0.0010145955596317	0.506877501698537	0.0417344964981382	0.00103155446594354	0.533295549696703	0.650941751571012	0.644642124172032	0.863330555636021	0.754872661130299	0.690956948986453	0.840436702010724	0.228203275656111	0.356769820973413	0.568618367935055	0.770228492744536	0.84100841213446	0.102977205563449	0.207053869532355	0.839279383987534	0.271399401497462	0.621742979483636	0.495601768360066	0.210975626183427	0.223396053759616	0.722211706685151	0.572329409160727	0.159213630014435	0.270913021775447	0.245056780594014	0.927088797944818	0.551060862906167	0.703211874297008	0.00258029751127476	0.569834608709723	0.715897286191067	0.505950629550903	0.0543392386233641	0.445953133150348	0.0218039673267299	0.0733195879424342	0.244178198062712	0.700745005811181	0.196953324856811	0.320687344061983	0.268263029798929	0.208520045955502	0.815873320026096	0.570189624645188	0.319544616728395	0.426686193214249	0.904679956533054	0.41722192426158	0.000631286275116823	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.87941976725802	1	1	1	1
Anaerolineaceae	0.492860878103912	0.96141987902705	0.135143734558411	0.846145656141002	0.904752992364932	0.961548653709502	0.00646490326004791	0.122358843491627	0.472306633740745	0.516512304941677	0.366895248475104	0.0548256382734476	0.331209138146681	0.808701996184109	0.418132531737753	0.981021159543317	0.174610169000662	0.679010286338451	0.622328092305873	0.695896004251612	0.885729630106765	0.332432915070005	0.90166892906202	0.366058542813154	0.569628592763803	0.392519451169112	0.876912577887464	0.204176784136548	0.624283987094837	0.265518190459581	0.423357967623789	0.944929559777871	0.890369638539843	0.987109431604858	0.449501436434698	0.341085131565252	0.0098020204753733	0.719740050709547	0.717729266629871	0.790836897222216	0.0299789903023865	0.39345116245505	0.0759135156750287	0.634986049056682	0.307042584600826	0.220558209758544	0.0713706610838106	0.982732448654423	0.518811114434059	0.949038471913525	0.59394248951425	0.359817219804125	0.191424407835054	0.739545624925871	0.766823015686059	0.494639515533038	0.882000785785111	0.0307174778652623	0.847374913367224	0.0574578169162529	0.501254354225339	0.815679433368387	0.579118700018903	0.244747737794757	0.890132327331759	0.32826120205191	0.909595338576802	0.345943245461684	0.841127824798267	0.397289774189619	0.344941368205597	0.0802719491631774	0.861897009253958	0.43744750666756	0.7745015954477	0.194372661112169	0.469604264996564	0.128630315253095	0.55837650272603	0.751472222264646	0.142286795196697	0.612183852409321	0.588654909818394	0.380028047011852	0.496391560133884	0.749239664201141	0.315071820472049	0.20285333893393	0.808467419132153	0.0405120241974858	0.59564969453529	0.559640186718914	0.0783364276538471	0.601619595811435	0.466455983210022	0.472892602061779	0.967854620529632	0.441002540267642	0.882323553360075	0.58675425615001	0.282920259524118	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Alicyclobacillaceae	0.754985368192744	0.323026377571688	0.631709741715086	0.303166308599033	0.106646622198982	0.303219002031337	0.652465449180652	0.368818494732735	0.511257682852098	0.175661914299783	0.12913046493906	0.336532604097407	0.366102343919265	0.922595183422825	0.851649314160193	0.15397644908575	0.537009195628049	0.52932027811869	0.169862078127082	0.0321189000249211	0.777435208469831	0.327791192141772	0.568972989057614	0.0213162985177352	7.42076063959431e-05	0.479875153111966	0.500405637695084	0.466124197067545	0.324867636625207	0.917142795282515	0.84905952100631	0.189287717948238	0.670395752125726	0.0389320345579042	0.33799306382596	0.635772380783117	0.381791190863514	0.0102546960259572	0.0298045659802132	0.829938328982462	0.14004259179816	0.445841678917294	0.928446864703793	0.702609272007164	0.705751377282288	0.456261408212828	0.405390571222665	0.460969123398159	0.260800257953597	0.392084390520969	0.471787858051601	0.241062397629337	0.699028811640848	0.469731772816337	0.714700723670021	0.127693356684308	0.635310784760228	0.898920030579688	0.186851033838377	0.260674408849175	0.712548839154278	0.409320054859215	0.611963488760738	0.20381176105728	0.272956233772223	0.937271993900883	0.936281184431767	0.280747151221611	0.436128360999643	0.00101998158853545	0.869292934577613	0.963204030241352	0.30993847824155	0.751902838531165	0.293819046138844	0.424704961486125	0.222073227471357	0.486942709227721	0.722426872171388	0.497355168361542	0.463807134443974	0.773324014356695	0.922807407516466	0.838560828338909	0.0228308041835116	0.665187656905184	0.909729054172902	0.65682074003444	0.470760271137198	0.718679251902118	6.64298504608871e-08	0.0935469872638742	0.152331349250157	0.323357489030503	0.538539655481913	0.00749434356376148	0.638334404414591	0.0374033347019867	0.190568108176238	0.713274358244141	0.990212578609592	0.386236102370566	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Acidimicrobineae_incertae_sedis	0.358035719851414	0.808911290931055	0.767548138424342	0.603417771204425	0.546742724014453	0.804605369517472	0.850602019517693	0.00429551853456941	0.798146107449095	0.903685637920913	0.0588656735239762	0.302673932919591	0.733500972106705	0.00950163924749501	0.734529771744824	2.24612569501071e-05	0.65590005862602	0.658827855691175	0.045452575711514	0.0236699293668686	0.815509469266345	0.340140472959775	0.0147222524954222	0.0788374759344589	0.421497476054671	0.164261406898206	0.0377798786770625	0.225773492972877	0.0806025819017109	5.97841914471788e-06	0.454538669653028	0.78926160831653	0.573823747738661	0.407336490292288	0.0236317272806195	0.621342889845052	0.0954247647253939	0.426058587967065	0.556816863020706	0.701785643602999	0.187202568593889	0.0957834666197415	0.889040424702223	0.733928463033843	0.666308015690233	0.602468165104918	0.790280134143548	0.527201522701251	0.213357564323817	0.217341857360703	0.683973420021051	0.159839083888743	0.133625606333044	0.683388193056149	0.052024390812786	0.532167913692176	0.599956303564986	0.638032071266794	0.641518369004167	0.830923464770629	0.639184222903457	0.962844069037844	0.0263770414760931	0.069521425363387	0.000115141433991289	0.0209484811011011	0.0515737193437271	0.00554646712107849	0.104079779508881	0.669851739431702	0.082631649478986	0.617808450996627	0.463306240181378	0.61575403634741	0.716820312654124	0.636945288471125	0.873265168917301	0.970306520172472	0.40476001046039	0.769188376152491	0.459885129696288	0.609458398442465	0.149806331467036	0.597652985364677	0.741022060240456	0.105143091568191	0.110123603370177	0.361652497352481	0.667261998144921	0.00681714564401834	0.305384172874009	0.225139437369332	0.512586807106729	6.43955472937139e-07	0.671027778424989	0.531042455729609	0.624912828660426	0.0227520840630357	0.543256052223291	0.00923712226265942	0.954326361567828	0.783168603943137	0.150232111939668	0	1	1	1	1	1	1	1	1	1	1	1	1	0.0499215852958597	1	1	1	0.425987255904455	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Leptospiraceae	0.0723834068717033	0.862574639666914	0.0476616374796062	0.35206775404823	0.184012016382029	0.275327650552854	0.800229993995363	0.867308673073407	0.876334365262192	0.0289437693678915	0.891462142453187	0.688572933683021	0.723577866832067	0.126016721369178	0.662179304921022	0.848485879171021	0.222524465769073	0.649912777057507	0.291861521029257	0.588230672763651	0.181048152649348	0.868748479765717	0.092089463179651	0.809802268110194	0.773161076226742	0.089228262303301	0.00695896477660878	0.198714228374593	0.30035033023072	0.755414902241871	0.906910145938607	0.734133427785746	0.347697285093365	0.1554482901344	0.277006028087406	0.173381088443585	0.481925648383093	0.626155770131658	0.947043012264684	0.56979283458311	0.47981217989705	0.047185460808267	0.684488808169281	0.251772336230139	0.490864503880687	0.736322930012767	0.276889223041745	0.404314218305766	0.144491443982878	0.312175976478425	0.7028239566446	0.811614946300764	0.19210279165796	0.347971406683819	0.20492331323275	0.0159735244488123	0.777661080048727	0.644696040648261	0.476920916189948	0.612424858672297	0.103277871521252	0.132567000496578	0.874153281504096	0.339825785769546	0.779473835429761	0.386695485354656	0.216048167824286	0.53683602408843	0.447034860785341	0.831289882259107	0.58703606830853	0.716726713687657	0.684307712365656	0.229059925024166	0.208475518237378	0.543306045103217	0.791836228300737	0.0546759858703282	0.820138220606807	0.462737477209703	0.215959025619792	0.262339790405523	0.861324453934374	0.0331902654756307	0.934378124060543	0.389200233768861	0.59215339242723	0.148939709067213	0.547049898068109	0.377331294442106	0.1325369413997	0.955942326651374	0.861522281461799	0.799711661039521	0.767531521724471	0.570766681448502	0.232902218808293	0.993472924156558	0.568725002855236	0.875102818542867	0.51038533375704	0.855048192854912	0.500252072520355	0.904570039080629	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
